row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2018VND,Ngày 31 tháng 12năm 2017VND,numeric__Ngày 31 tháng 12năm 2018VND,numeric__Ngày 31 tháng 12năm 2017VND
Phải thu:,Phải thu:,Phải thu:,Phải thu:,Phải thu:,,
- Dự thu lãi tiền gửi,Phải thu: > - Dự thu lãi tiền gửi,- Dự thu lãi tiền gửi,8.411.523.289,13.424.451.378,8411523289.0,13424451378.0
- Dự thu lãi trái phiếu,Phải thu: > - Dự thu lãi trái phiếu,- Dự thu lãi trái phiếu,38.353.432.278,45.263.131.660,38353432278.0,45263131660.0
"- Dự thu cổ tức, lợi nhuận được chia","Phải thu: > - Dự thu cổ tức, lợi nhuận được chia","- Dự thu cổ tức, lợi nhuận được chia",867.418.632.402,402.596.619.127,867418632402.0,402596619127.0
Lợi nhuận từ Báo Việt Nhân thọ,Phải thu: > Lợi nhuận từ Báo Việt Nhân thọ,Lợi nhuận từ Báo Việt Nhân thọ,777.100.000.000,374.422.393.957,777100000000.0,374422393957.0
Lợi nhuận từ Báo hiểm Báo Việt,Phải thu: > Lợi nhuận từ Báo hiểm Báo Việt,Lợi nhuận từ Báo hiểm Báo Việt,571.797.302,571.797.302,571797302.0,571797302.0
Lợi nhuận từ BVF,Phải thu: > Lợi nhuận từ BVF,Lợi nhuận từ BVF,16.400.000.000,13.741.902.194,16400000000.0,13741902194.0
Cổ tức từ BVSC,Phải thu: > Cổ tức từ BVSC,Cổ tức từ BVSC,30.296.835.100,-,30296835100.0,
Cổ tức từ BVIF,Phải thu: > Cổ tức từ BVIF,Cổ tức từ BVIF,21.000.000.000,-,21000000000.0,
Cổ tức khác,Phải thu: > Cổ tức khác,Cổ tức khác,22.050.000.000,13.860.525.674,22050000000.0,13860525674.0
,,,914.183.587.969,461.284.202.165,914183587969.0,461284202165.0
