row_label_raw,row_label_full,col_0,Ngày 01 tháng 01năm 2018VND,Số tăngtrong nămVND,Số đã sử dụngtrong nămVND,Ngày 31 tháng 12năm 2018VND,numeric__Ngày 01 tháng 01năm 2018VND,numeric__Số tăngtrong nămVND,numeric__Số đã sử dụngtrong nămVND,numeric__Ngày 31 tháng 12năm 2018VND
Quỹ khen thưởng,Quỹ khen thưởng,Quỹ khen thưởng,12.078.415.337,28.750.607.723,(32.299.837.723),8.529.185.337,12078415337.0,28750607723.0,-32299837723.0,8529185337.0
Quỹ phúc lợi,Quỹ phúc lợi,Quỹ phúc lợi,14.750.081.066,9.297.418.025,(13.803.470.886),10.244.028.205,14750081066.0,9297418025.0,-13803470886.0,10244028205.0
,,,26.828.496.403,38.048.025.748,(46.103.308.609),18.773.213.542,26828496403.0,38048025748.0,-46103308609.0,18773213542.0
