row_label_raw,row_label_full,col_0,Bảng cân đối kế toán riêng,Bảng cân đối kế toán riêng_1,Báo cáo kết quả hoạt động kinh doanh riêng,Báo cáo kết quả hoạt động kinh doanh riêng_1,numeric__Bảng cân đối kế toán riêng,numeric__Bảng cân đối kế toán riêng_1,numeric__Báo cáo kết quả hoạt động kinh doanh riêng,numeric__Báo cáo kết quả hoạt động kinh doanh riêng_1
,,,Ngày 31 tháng12 năm 2018VND,Ngày 31 tháng12 năm 2017VND,Cho năm tài chính kết thúc ngày 31 tháng12 năm 2018VND,Cho năm tài chính kết thúc ngày 31 tháng12 năm 2017VND,,,,
Tài sản thuế thu nhập hoãn lại(Chỉ phí)/Thu nhập thuế thu nhập hoãn lại tỉnh vào kết quả hoạt động riêng,Tài sản thuế thu nhập hoãn lại(Chỉ phí)/Thu nhập thuế thu nhập hoãn lại tỉnh vào kết quả hoạt động riêng,Tài sản thuế thu nhập hoãn lại(Chỉ phí)/Thu nhập thuế thu nhập hoãn lại tỉnh vào kết quả hoạt động riêng,5.682.570.000,11.082.570.000,(5.400.000.000),3.505.810.000,5682570000.0,11082570000.0,-5400000000.0,3505810000.0
,,,,,(5.400.000.000),3.505.810.000,,,-5400000000.0,3505810000.0
