row_label_raw,row_label_full,Các bên liên quan,Giao dịch,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017 VND,numeric__Giao dịch,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017 VND
Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),Công ty con (tiếp theo),,,
Bảo hiểm Bảo Việt,Công ty con (tiếp theo) > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Chuyển tiền tăng vốn,(300.000.000.000),(300.000.000.000),,-300000000000.0,-300000000000.0
Bảo hiểm Bảo Việt,Công ty con (tiếp theo) > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Lợi nhuận được nhận,-,265.000.000.000,,,265000000000.0
Bảo hiểm Bảo Việt,Công ty con (tiếp theo) > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Doanh thu dịch vụ CNTT,71.301.719.935,53.442.513.853,,71301719935.0,53442513853.0
Bảo hiểm Bảo Việt,Công ty con (tiếp theo) > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Doanh thu phí đào tạo,1.628.255.910,2.666.365.600,,1628255910.0,2666365600.0
Bảo hiểm Bảo Việt,Công ty con (tiếp theo) > Bảo hiểm Bảo Việt,Bảo hiểm Bảo Việt,Thu từ phân bổ chi phí,3.630.804.037,6.557.517.524,,3630804037.0,6557517524.0
BVF,Công ty con (tiếp theo) > BVF,BVF,Lợi nhuận được nhận,31.400.000.000,25.000.000.000,,31400000000.0,25000000000.0
BVF,Công ty con (tiếp theo) > BVF,BVF,Doanh thu dịch vụ CNTT,1.637.417.503,1.395.423.586,,1637417503.0,1395423586.0
BVF,Công ty con (tiếp theo) > BVF,BVF,Doanh thu cho thuê văn phòng,-,592.941.530,,,592941530.0
BVF,Công ty con (tiếp theo) > BVF,BVF,Doanh thu phí đào tạo,95.161.491,174.333.548,,95161491.0,174333548.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Cổ tức được chia,60.593.670.200,-,,60593670200.0,
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Doanh thu cho thuê văn phòng,-,3.583.004.335,,,3583004335.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Doanh thu dịch vụ CNTT,2.284.640.394,3.213.796.767,,2284640394.0,3213796767.0
BVSC,Công ty con (tiếp theo) > BVSC,BVSC,Phí dịch vụ chứng khoán,(1.228.706.112),(714.443.669),,-1228706112.0,-714443669.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Doanh thu cho thuê văn phòng và khai thác bãi xe,58.072.922.106,56.372.465.252,,58072922106.0,56372465252.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Doanh thu dịch vụ CNTT,222.952.001,193.310.135,,222952001.0,193310135.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Thanh lý TSCĐ,42.727.273,-,,42727273.0,
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Phí quản lý tỏa nhà và thủ lao liên quan đến cho thuê văn phòng,(7.374.112.744),(11.282.690.465),,-7374112744.0,-11282690465.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Chi phí sửa chữa và các dịch vụ khác,(4.275.503.814),(3.486.466.649),,-4275503814.0,-3486466649.0
BVInvest,Công ty con (tiếp theo) > BVInvest,BVInvest,Chi phí năng lượng,(5.835.797.795),(5.796.289.427),,-5835797795.0,-5796289427.0
