row_label_raw,row_label_full,Cổ đông,Số lượng cổ phầnnăm giữ,Tỷ lệsở hữu (%),numeric__Số lượng cổ phầnnăm giữ,numeric__Tỷ lệsở hữu (%)
- Bộ Tài chính,- Bộ Tài chính,- Bộ Tài chính,482.509.800,"68,84",482509800.0,68.84
"- Công ty Bảo hiểm Nhân thọ Sumitomo(""Sumitomo Life"")","- Công ty Bảo hiểm Nhân thọ Sumitomo(""Sumitomo Life"")","- Công ty Bảo hiểm Nhân thọ Sumitomo(""Sumitomo Life"")",122.509.091,"17,48",122509091.0,17.48
"- Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước(""SCIC"")","- Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước(""SCIC"")","- Tổng Công ty Đầu tư và Kinh doanh vốn Nhà nước(""SCIC"")",22.154.400,"3,16",22154400.0,3.16
- Các cổ đông khác,- Các cổ đông khác,- Các cổ đông khác,73.713.143,"10,52",73713143.0,10.52
,,,700.886.434,"100,00",700886434.0,100.0
