row_label_raw,row_label_full,col_0,Thuyết minh,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018 VND,Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017 VND,numeric__Thuyết minh,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2018 VND,numeric__Cho năm tài chính kết thúc ngày 31 tháng 12 năm 2017 VND
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,23.1,5.653.543.770,33.308.506.289,231.0,5653543770.0,33308506289.0
Chi phí/(Thu nhập) thuế TNDN hoãn lại,Chi phí/(Thu nhập) thuế TNDN hoãn lại,Chi phí/(Thu nhập) thuế TNDN hoãn lại,23.2,5.400.000.000,(3.505.810.000),232.0,5400000000.0,-3505810000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,11.053.543.770,29.802.696.289,,11053543770.0,29802696289.0
