row_label_raw,row_label_full,Code,col_1,Note,Current year VND,Previous year VND,numeric__col_1,numeric__Note,numeric__Current year VND,numeric__Previous year VND
CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,CASH FLOWS FROM OPERATING ACTIVITIES,,,,
01,01,01,Accounting profit before tax,,"76,833,007,359","143,340,056,816",,,,
01,01,01,Adjustments for:,,,,,,,
02,02,02,Depreciation and amortisation,,"142,686,939,981","146,657,975,118",,,,
03,03,03,Provisions,,"126,726,577,399","62,895,329,779",,,,
04,04,04,Unrealised foreign exchange gains,,"(44,402,387)","(1,814,007,843)",,,,
05,05,05,Profits from investing activities,,"(229,717,137,439)","(292,280,909,258)",,,,
06,06,06,Interest expense and bond issuance fee,,"223,802,200,175","286,340,514,417",,,,
08,08,08,Operating profit before changes in working capital,,"340,287,185,088","345,138,959,029",,,,
09,09,09,(Increase)/decrease in receivables,,"(15,559,604,825)","54,225,841,024",,,,
10,10,10,Decrease in inventories,,"11,873,316,479","28,795,848,864",,,,
11,11,11,Decrease in payables,,"(17,099,894,133)","(16,764,133,875)",,,,
12,12,12,Decrease in prepaid expenses,,"712,885,267","6,631,416,811",,,,
14,14,14,Interest paid,,"(239,126,450,824)","(274,223,743,905)",,,,
15,15,15,CIT paid,,"(3,084,884,635)","(1,084,343,794)",,,,
17,17,17,Other payments on operating activities,,"(5,838,900,444)","(13,110,272,862)",,,,
20,20,20,Net cash inflows from operating activities,,"72,163,651,973","129,609,571,292",,,,
CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,CASH FLOWS FROM INVESTING ACTIVITIES,,,,
21,21,21,Purchases of fixed assets,,"(2,648,326,125)","(4,494,668,405)",,,,
22,22,22,Proceeds from disposals of fixed assets,,"3,892,610,445","1,000,000,000",,,,
23,23,23,Lending granted and deposits with a term of more than 3 months,,"(106,400,000,000)","(57,400,000,000)",,,,
24,24,24,Collection of lending,,"173,000,000,000","113,840,000,000",,,,
25,25,25,Investments in subsidiaries and associates,,"(5,000,000,000)","(293,290,000,000)",,,,
26,26,26,Proceeds from divestment in subsidiaries,,,"63,335,944,462",,,,
27,27,27,Dividends and interest received,,"214,637,934,368","229,092,626,068",,,,
30,30,30,Net cash inflows from investing activities,,"277,482,218,688","52,083,902,125",,,,
CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,,,,
33,33,33,"Proceeds from long-term, short-term borrowings",,"1,290,206,271,924","867,056,518,365",,,,
34,34,34,Repayments of borrowings,,"(1,626,538,214,215)","(1,085,215,012,940)",,,,
36,36,36,Dividends paid,,"(40,076,208,000)","(39,338,796,400)",,,,
40,40,40,Net outflows from financing activities,,"(376,408,150,291)","(257,497,290,975)",,,,
50,50,50,Net decrease in cash and cash equivalents of year,,"(26,762,279,630)","(75,803,817,558)",,,,
60,50 > 60,60,Cash at beginning of year,3,"76,037,343,337","151,827,153,052",,3.0,,
61,61,61,Effect of foreign exchange differences,,"44,402,387","14,007,843",,,,
70,61 > 70,70,Cash and cash equivalents at end of year,3,"49,319,466,094","76,037,343,337",,3.0,,
