row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRÀ,,2.114.312.537.274,2.487.129.932.898,,,2114312537274.0,2487129932898.0
310,310,310,Nợ ngắn hạn,,847.402.991.446,1.269.218.520.109,,,847402991446.0,1269218520109.0
311,311,311,Phải trả người bán ngắn hạn,14,1.795.077.386,1.174.239.883,,14.0,1795077386.0,1174239883.0
312,312,312,Người mua trả tiền trước ngắn hạn,15,1.052.108.800,5.385.224.800,,15.0,1052108800.0,5385224800.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,16(b),6.071.501.591,14.121.475.560,,,6071501591.0,14121475560.0
315,315,315,Chi phí phải trả ngắn hạn,17,9.810.930.717,35.801.063.175,,17.0,9810930717.0,35801063175.0
319,319,319,Phải trả ngắn hạn khác,18,5.004.100.821,5.392.481.855,,18.0,5004100821.0,5392481855.0
320,320,320,Vay ngắn hạn,19(a),811.614.187.471,1.193.256.032.261,,,811614187471.0,1193256032261.0
322,322,322,"Quỹ khen thưởng, phúc lợi",20,12.055.084.660,14.088.002.575,,20.0,12055084660.0,14088002575.0
330,330,330,Nợ dài hạn,,1.266.909.545.828,1.217.911.412.789,,,1266909545828.0,1217911412789.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,277.272.726,404.545.454,,,277272726.0,404545454.0
337,337,337,Phải trả dài hạn khác,,14.850.000,-,,,14850000.0,
338,338,338,Vay dài hạn,19(b),1.264.686.368.817,1.215.441.033.335,,,1264686368817.0,1215441033335.0
342,342,342,Dự phòng phải trả dài hạn,21,1.931.054.285,2.065.834.000,,21.0,1931054285.0,2065834000.0
400,400,400,VỐN CHỦ SỞ HỮU,,4.426.587.708.049,4.394.523.919.933,,,4426587708049.0,4394523919933.0
410,410,410,Vốn chủ sở hữu,,4.426.587.708.049,4.394.523.919.933,,,4426587708049.0,4394523919933.0
411,411,411,Vốn góp của chủ sở hữu,"22, 23",4.225.083.710.000,4.054.494.010.000,,,4225083710000.0,4054494010000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.583.083.710.000,3.412.494.010.000,,,3583083710000.0,3412494010000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,642.000.000.000,642.000.000.000,,,642000000000.0,642000000000.0
412,412,412,Thặng dư vốn cổ phần,23,20.700.057.484,20.700.057.484,,23.0,20700057484.0,20700057484.0
418,418,418,Quỹ đầu tư phát triển,23,53.742.765.946,53.916.437.884,,23.0,53742765946.0,53916437884.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",23,127.061.174.619,265.413.414.565,,23.0,127061174619.0,265413414565.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,94.823.714.565,172.744.514.829,,,94823714565.0,172744514829.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,32.237.460.054,92.668.899.736,,,32237460054.0,92668899736.0
440,440,440,TỔNG NGUỒN VỐN,,6.540.900.245.323,6.881.653.852.831,,,6540900245323.0,6881653852831.0
