row_label_raw,row_label_full,col_0,End of year,End of year_1,End of year_2,Beginning of year,Beginning of year_1,Beginning of year_2,numeric__End of year,numeric__End of year_1,numeric__End of year_2,numeric__Beginning of year,numeric__Beginning of year_1,numeric__Beginning of year_2
,,,Cost VND,Fair value VND,Provision VND,Cost VND,Fair value VND,Provision VND,,,,,,
Truong Phu Hydropower Joint Stock Company,Truong Phu Hydropower Joint Stock Company,Truong Phu Hydropower Joint Stock Company,"93,800,000,000",(**),"(13,484,045,236)","93,800,000,000",(**),"(16,729,957,566)",,,,,,
Solwind Energy Joint Stock Company,Solwind Energy Joint Stock Company,Solwind Energy Joint Stock Company,"49,990,000,000",(**),-,"49,990,000,000",(**),-,,,,,,
,,,"143,790,000,000",,"(13,484,045,236)","143,790,000,000",,"(16,729,957,566)",,,,,,
