row_label_raw,row_label_full,col_0,Tại ngày đầu năm VND,Tăng VND,Giảm VND,Vay dài hạn đáo hạn trong vòng một năm VND,Tại ngày cuối năm VND,numeric__Tại ngày đầu năm VND,numeric__Tăng VND,numeric__Giảm VND,numeric__Vay dài hạn đáo hạn trong vòng một năm VND,numeric__Tại ngày cuối năm VND
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),840.333.333.335,-,-,(174.133.333.332),666.200.000.003,840333333335.0,,,-174133333332.0,666200000003.0
Trái phiếu phát hành (ii),Trái phiếu phát hành (ii),Trái phiếu phát hành (ii),163.517.700.000,494.968.668.814,-,(60.000.000.000),598.486.368.814,163517700000.0,494968668814.0,,-60000000000.0,598486368814.0
Vay bên thứ ba,Vay bên thứ ba,Vay bên thứ ba,211.590.000.000,-,-,(211.590.000.000),-,211590000000.0,,,-211590000000.0,
,,,1.215.441.033.335,494.968.668.814,-,(445.723.333.332),1.264.686.368.817,1215441033335.0,494968668814.0,,-445723333332.0,1264686368817.0
