row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Beginning of year,Beginning of year,Beginning of year,"86,698,545,219","31,089,602,048",,
Provision during the year (Note 28),Provision during the year (Note 28),Provision during the year (Note 28),"126,752,849,161","62,631,667,928",,
Decrease,Decrease,Decrease,-,"(7,022,724,757)",,
End of year,End of year,End of year,"213,451,394,380","86,698,545,219",,
