row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Anh Kiet Building and Investment Consulting Joint Stock Company,Anh Kiet Building and Investment Consulting Joint Stock Company,Anh Kiet Building and Investment Consulting Joint Stock Company,"858,592,469","62,392,374",,
Pemom Technical and Services Limited Liability Company,Pemom Technical and Services Limited Liability Company,Pemom Technical and Services Limited Liability Company,"358,055,000",-,,
