row_label_raw,row_label_full,Số dư đầu năm,Năm nay VND > 12.115.218.873,Năm trước VND > 18.746.635.684,numeric__Năm nay VND > 12.115.218.873,numeric__Năm trước VND > 18.746.635.684
Tăng,Tăng,Tăng,15.576.347.117,14.997.897.553,15576347117.0,14997897553.0
Phân bổ,Phân bổ,Phân bổ,(16.289.232.384),(21.629.314.364),-16289232384.0,-21629314364.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,11.402.333.606,12.115.218.873,11402333606.0,12115218873.0
