row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Beginning of year,Beginning of year,Beginning of year,"14,088,002,575","18,859,458,707",,
Appropriated from undistributed earnings (Note 23),Appropriated from undistributed earnings (Note 23),Appropriated from undistributed earnings (Note 23),"3,805,982,529","8,338,816,730",,
Utilisation during the year,Utilisation during the year,Utilisation during the year,"(5,838,900,444)","(13,110,272,862)",,
End of year,End of year,End of year,"12,055,084,660","14,088,002,575",,
