row_label_raw,row_label_full,col_0,End of year,End of year_1,Beginning of year,Beginning of year_1,numeric__End of year,numeric__End of year_1,numeric__Beginning of year,numeric__Beginning of year_1
,,,Cost VND,Provision VND,Cost VND,Provision VND,,,,
Merchandise,Merchandise,Merchandise,"47,426,730,101",-,"61,684,170,860",-,,,,
Raw materials,Raw materials,Raw materials,"8,855,249,363",-,"6,800,569,892",-,,,,
Tools and supplies,Tools and supplies,Tools and supplies,"2,169,808,744",-,"1,834,713,885",-,,,,
Work in progress,Work in progress,Work in progress,"724,242,345",-,"729,892,395",-,,,,
Finished goods,Finished goods,Finished goods,"85,864,571",-,"85,864,571",-,,,,
,,,"59,261,895,124",-,"71,135,211,603",-,,,,
