row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Dividend income,Dividend income,Dividend income,"207,719,096,200","220,553,696,000",,
Interest income,Interest income,Interest income,"22,015,067,897","18,789,541,183",,
Net gain from foreign currency translation at year-end,Net gain from foreign currency translation at year-end,Net gain from foreign currency translation at year-end,"44,402,387","1,814,007,843",,
Gain from transfer of share transactions,Gain from transfer of share transactions,Gain from transfer of share transactions,-,"55,080,000,000",,
Others,Others,Others,"13,969,815","4,367,580",,
,,,"229,792,536,299","296,241,612,606",,
