row_label_raw,row_label_full,Related Party,Transactions,Current year VND,Previous year VND,numeric__Transactions,numeric__Current year VND,numeric__Previous year VND
Toan Thinh Phat Binh Thuan Limited Company,Toan Thinh Phat Binh Thuan Limited Company,Toan Thinh Phat Binh Thuan Limited Company,Purchase of goods and services,-,"22,611,111",,,
Tan Thanh Renewable Power Joint Stock Company,Tan Thanh Renewable Power Joint Stock Company,Tan Thanh Renewable Power Joint Stock Company,Capital contribution,"5,000,000,000",-,,,
TTC Circular Agrotech Joint Stock Company,TTC Circular Agrotech Joint Stock Company,TTC Circular Agrotech Joint Stock Company,Revenue from sale of goods and rendering of services,"136,363,632",-,,,
Branch of TTC Tourism Company Limited Lam Dong - Ngoc Lan Hotel,Branch of TTC Tourism Company Limited Lam Dong - Ngoc Lan Hotel,Branch of TTC Tourism Company Limited Lam Dong - Ngoc Lan Hotel,Purchase of goods and services,"49,152,020",-,,,
Branch of TTC Tourism Company Limited Lam Dong – TTC Imperial Hotel,Branch of TTC Tourism Company Limited Lam Dong – TTC Imperial Hotel,Branch of TTC Tourism Company Limited Lam Dong – TTC Imperial Hotel,Purchase of goods and services,"42,589,815",-,,,
Other related parties in TTCI group,Other related parties in TTCI group,Other related parties in TTCI group,Purchase of goods and services,"53,214,369",-,,,
Other related parties in TTCI group,Other related parties in TTCI group,Other related parties in TTCI group,Revenue from sale of goods and rendering of services,"51,300,000",-,,,
