row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Năng lượng Điện Cao Nguyên,Công ty Cổ phần Năng lượng Điện Cao Nguyên,Công ty Cổ phần Năng lượng Điện Cao Nguyên,Trả nợ vay,40.000.000.000,-,,40000000000.0,
Công ty Cổ phần Năng lượng Điện Cao Nguyên,Công ty Cổ phần Năng lượng Điện Cao Nguyên,Công ty Cổ phần Năng lượng Điện Cao Nguyên,Vay,40.000.000.000,-,,40000000000.0,
Công ty Cổ phần Năng lượng Điện Cao Nguyên,Công ty Cổ phần Năng lượng Điện Cao Nguyên,Công ty Cổ phần Năng lượng Điện Cao Nguyên,Lãi vay,1.426.191.780,-,,1426191780.0,
Công ty Cổ phần Năng lượng Điện Cao Nguyên,Công ty Cổ phần Năng lượng Điện Cao Nguyên,Công ty Cổ phần Năng lượng Điện Cao Nguyên,Doanh thu bán hàng và cung cấp dịch vụ,147.888.888,28.623.656,,147888888.0,28623656.0
Công ty Cổ phần Năng lượng Điện Cao Nguyên,Công ty Cổ phần Năng lượng Điện Cao Nguyên,Công ty Cổ phần Năng lượng Điện Cao Nguyên,"Thu, chi hộ, dòng tiền thuần",9.364.814,1.048.148,,9364814.0,1048148.0
Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Công ty Cổ phần Du lịch Thành Thành Công,Mua hàng hóa và dịch vụ,-,448.854.040,,,448854040.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Lãi cho vay,15.092.256.168,10.746.047.248,,15092256168.0,10746047248.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Doanh thu bán hàng và cung cấp dịch vụ,230.722.000,237.600.000,,230722000.0,237600000.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,"Thu, chi hộ, dòng tiền thuần",9.267.983,-,,9267983.0,
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Cho vay,-,57.400.000.000,,,57400000000.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Thu hồi khoản cho vay,-,39.900.000.000,,,39900000000.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Lãi cho vay nhập gốc,-,9.672.623.730,,,9672623730.0
Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Công ty Cổ phần Thủy điện Trường Phú,Phân loại lại phải thu khác thành cho vay,-,6.400.000.000,,,6400000000.0
Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Công ty TNHH Mía đường TTC Attapeu,Doanh thu bán hàng và cung cấp dịch vụ,66.720.000,66.720.000,,66720000.0,66720000.0
Công ty TNHH MTV Mía đường Attapeu,Công ty TNHH MTV Mía đường Attapeu,Công ty TNHH MTV Mía đường Attapeu,Doanh thu bán hàng và cung cấp dịch vụ,57.000.000,-,,57000000.0,
