row_label_raw,row_label_full,Related party,Transactions,Current year VND,Previous year VND,numeric__Transactions,numeric__Current year VND,numeric__Previous year VND
Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Borrowings,"65,000,000,000","25,000,000,000",,,
Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Borrowings repayment,"65,000,000,000","25,000,000,000",,,
Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Dividend income,"38,700,000,000","7,740,000,000",,,
Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Revenue from sale of goods and rendering of services,"1,766,220,000","6,665,920,000",,,
Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Interest expense,"1,935,945,204","383,342,467",,,
Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,"Net receipts, payment of behalf, net cash flow","162,998,591",-,,,
Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Ia Bang Wind Power Joint Stock Company,Decrease expense paid on behalf,-,"146,858,986",,,
VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,Revenue from sale of goods and rendering of services,"17,043,534,529","30,571,440,000",,,
VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,Borrowings repayment,"16,000,000,000",-,,,
VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,Borrowings,"16,000,000,000",-,,,
VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,Dividend income,"2,970,000,000","4,455,000,000",,,
VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,Interest expense,"323,917,808",,,,
VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,Capital contribution,-,"103,900,000,000",,,
VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,"Net receipts, payment of behalf, net cash flow","140,322,282","136,660,225",,,
VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,VI-JA Renewable Energy Development Cooperation Joint Stock Company,Purchase of goods and services,-,"101,280,000",,,
Ca Mau Green Energy Joint Stock Company,Ca Mau Green Energy Joint Stock Company,Ca Mau Green Energy Joint Stock Company,Capital contribution,-,"1,900,000,000",,,
Lavi Wind Power Joint Stock Company,Lavi Wind Power Joint Stock Company,Lavi Wind Power Joint Stock Company,"Net receipts, payment of behalf, net cash flow",-,"1,882,549,937",,,
