row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGĂN HẠN,,433.125.666.833,512.338.373.585,,,433125666833.0,512338373585.0
110,110,110,Tiền và các khoản tương đương tiền,3,49.319.466.094,76.037.343.337,,3.0,49319466094.0,76037343337.0
111,111,111,Tiền,,38.319.466.094,39.131.764.957,,,38319466094.0,39131764957.0
112,112,112,Các khoản tương đương tiền,,11.000.000.000,36.905.578.380,,,11000000000.0,36905578380.0
120,120,120,Các khoản đầu tư tài chính ngắn hạn,,6.400.000.000,-,,,6400000000.0,
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4,6.400.000.000,-,,4.0,6400000000.0,
130,130,130,Các khoản phải thu ngắn hạn,,316.452.879.543,362.370.546.178,,,316452879543.0,362370546178.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,90.539.112.334,94.597.462.709,,5.0,90539112334.0,94597462709.0
132,132,132,Trà trước cho người bán ngắn hạn,6,3.576.756.423,2.614.057.118,,6.0,3576756423.0,2614057118.0
135,135,135,Phải thu về cho vay ngắn hạn,7,168.900.000.000,241.900.000.000,,7.0,168900000000.0,241900000000.0
136,136,136,Phải thu ngắn hạn khác,8,54.254.719.421,23.968.227.033,,8.0,54254719421.0,23968227033.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(817.708.635),(709.200.682),,,-817708635.0,-709200682.0
140,140,140,Hàng tồn kho,9,59.261.895.124,71.135.211.603,,9.0,59261895124.0,71135211603.0
141,141,141,Hàng tồn kho,,59.261.895.124,71.135.211.603,,,59261895124.0,71135211603.0
150,150,150,Tài sản ngắn hạn khác,,1.691.426.072,2.795.272.467,,,1691426072.0,2795272467.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),1.691.426.072,2.668.382.531,,,1691426072.0,2668382531.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,16(a),-,126.889.936,,,,126889936.0
200,200,200,TÀI SẢN DÀI HẠN,,6.107.774.578.490,6.369.315.479.246,,,6107774578490.0,6369315479246.0
210,210,210,Các khoản phải thu dài hạn,,472.456.420,500.456.420,,,472456420.0,500456420.0
216,216,216,Phải thu dài hạn khác,,624.166.262,652.166.262,,,624166262.0,652166262.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,(151.709.842),(151.709.842),,,-151709842.0,-151709842.0
220,220,220,Tài sản cố định,,1.781.683.220.016,1.921.707.342.803,,,1781683220016.0,1921707342803.0
221,221,221,Tài sản cố định hữu hình,11(a),1.774.042.849.330,1.911.833.480.243,,,1774042849330.0,1911833480243.0
222,222,222,Nguyên giá,,3.031.718.247.863,3.029.774.563.663,,,3031718247863.0,3029774563663.0
223,223,223,Giá trị khấu hao lũy kế,,(1.257.675.398.533),(1.117.941.083.420),,,-1257675398533.0,-1117941083420.0
227,227,227,Tài sản cố định vô hình,11(b),7.640.370.686,9.873.862.560,,,7640370686.0,9873862560.0
228,228,228,Nguyên giá,,18.742.439.944,18.742.439.944,,,18742439944.0,18742439944.0
229,229,229,Giá trị khấu hao lũy kế,,(11.102.069.258),(8.868.577.384),,,-11102069258.0,-8868577384.0
240,240,240,Tài sản dở dang dài hạn,,4.129.772.728,4.129.772.728,,,4129772728.0,4129772728.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,4.129.772.728,4.129.772.728,,12.0,4129772728.0,4129772728.0
250,250,250,Đầu tư tài chính dài hạn,,4.311.778.221.792,4.433.531.070.953,,,4311778221792.0,4433531070953.0
251,251,251,Đầu tư vào công ty con,13(a),4.381.439.616.172,4.376.439.616.172,,,4381439616172.0,4376439616172.0
252,252,252,Đầu tư vào công ty liên kết,13(b),143.790.000.000,143.790.000.000,,,143790000000.0,143790000000.0
254,254,254,Dự phòng đầu tư tài chính dài hạn,13(c),(213.451.394.380),(86.698.545.219),,,-213451394380.0,-86698545219.0
260,260,260,Tài sản dài hạn khác,,9.710.907.534,9.446.836.342,,,9710907534.0,9446836342.0
261,261,261,Chi phí trả trước dài hạn,10(b),9.710.907.534,9.446.836.342,,,9710907534.0,9446836342.0
270,270,270,TỔNG TÀI SẢN,,6.540.900.245.323,6.881.653.852.831,,,6540900245323.0,6881653852831.0
