row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,587.263.122.066,617.773.919.700,,,587263122066.0,617773919700.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và dịch vụ cung cấp (10 = 01 - 02),25,587.263.122.066,617.773.919.700,,25.0,587263122066.0,617773919700.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,26,276.325.648.265,276.069.022.590,,26.0,276325648265.0,276069022590.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,310.937.473.801,341.704.897.110,,,310937473801.0,341704897110.0
21,02 > 21,21,Doanh thu hoạt động tài chính,27,229.792.536.299,296.241.612.606,,27.0,229792536299.0,296241612606.0
22,02 > 22,22,Chi phí tài chính,28,359.422.135.386,369.659.375.805,,28.0,359422135386.0,369659375805.0
23,02 > 23,23,- Trong đó: Chi phí lãi vay,28,219.866.767.192,276.986.036.155,,28.0,219866767192.0,276986036155.0
25,02 > 25,25,Chi phí bán hàng,,-,285.672.564,,,,285672564.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,29,104.976.051.505,124.511.282.387,,29.0,104976051505.0,124511282387.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 - 25 - 26),,76.331.823.209,143.490.178.960,,,76331823209.0,143490178960.0
31,02 > 31,31,Thu nhập khác,,1.749.223.930,734.039.179,,,1749223930.0,734039179.0
32,02 > 32,32,Chi phí khác,,1.248.039.780,884.161.323,,,1248039780.0,884161323.0
40,02 > 40,40,Lợi nhuận/(lỗ) khác (40 = 31 - 32),30,501.184.150,(150.122.144),,30.0,501184150.0,-150122144.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,76.833.007.359,143.340.056.816,,,76833007359.0,143340056816.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,31,713.356.776,4.118.389.665,,31.0,713356776.0,4118389665.0
52,02 > 52,52,Thuế TNDN hoãn lại,31,-,-,,31.0,,
60,02 > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51),,76.119.650.583,139.221.667.151,,,76119650583.0,139221667151.0
