row_label_raw,row_label_full,Related party,Transactions,Current year VND,Previous year VND,numeric__Transactions,numeric__Current year VND,numeric__Previous year VND
Truc Son Solar Power Plant Joint Stock Company,Truc Son Solar Power Plant Joint Stock Company,Truc Son Solar Power Plant Joint Stock Company,Dividend income,"41,861,175,600","45,349,606,900",,,
Truc Son Solar Power Plant Joint Stock Company,Truc Son Solar Power Plant Joint Stock Company,Truc Son Solar Power Plant Joint Stock Company,Revenue from sale of goods and rendering of services,"1,557,140,000","1,864,467,273",,,
Truc Son Solar Power Plant Joint Stock Company,Truc Son Solar Power Plant Joint Stock Company,Truc Son Solar Power Plant Joint Stock Company,"Net receipts, payment of behalf, net cash flow","245,034,204","248,887,269",,,
Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Lendings collection,"173,000,000,000","80,340,000,000",,,
Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Lending,"100,000,000,000",-,,,
Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Interest income,"4,018,410,959","6,711,671,233",,,
Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Revenue from sale of goods and rendering of services,"2,708,496,490","1,711,035,165",,,
Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,"Net receipts, payment of behalf, net cash flow","189,976,840","195,850,960",,,
Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Tien Giang Wind Power Joint Stock Company,Capital contribution,-,"137,500,000,000",,,
VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,Borrowings,"437,008,860,276","116,000,000,000",,,
VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,Borrowings repayment,"133,008,860,276","27,000,000,000",,,
VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,Dividend income,"29,549,513,000","23,639,610,400",,,
VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,Interest expenses,"13,159,777,002","2,695,616,438",,,
VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,Revenue from sale of goods and rendering of services,"1,284,681,000","5,901,441,000",,,
VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,VPL Energy Joint Stock Company,"Net receipts, payment of behalf, net cash flow","158,784,102","193,841,550",,,
