row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Vay,65.000.000.000,25.000.000.000,,65000000000.0,25000000000.0
Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Trả nợ vay,65.000.000.000,25.000.000.000,,65000000000.0,25000000000.0
Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Cổ tức được chia,38.700.000.000,7.740.000.000,,38700000000.0,7740000000.0
Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Doanh thu bán hàng và cung cấp dịch vụ,1.766.220.000,6.665.920.000,,1766220000.0,6665920000.0
Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Lãi vay,1.935.945.204,383.342.467,,1935945204.0,383342467.0
Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,"Thu, chi hộ, dòng tiền thuần",162.998.591,-,,162998591.0,
Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Công ty Cổ phần Điện Gió la Bang,Giảm chi phí chi hộ,-,146.858.986,,,146858986.0
Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Doanh thu bán hàng và cung cấp dịch vụ,17.043.534.529,30.571.440.000,,17043534529.0,30571440000.0
Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Trả nợ vay,16.000.000.000,-,,16000000000.0,
Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Vay,16.000.000.000,-,,16000000000.0,
Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Cổ tức được chia,2.970.000.000,4.455.000.000,,2970000000.0,4455000000.0
Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Lãi vay,323.917.808,-,,323917808.0,
Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Góp vốn,-,103.900.000.000,,,103900000000.0
Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,"Thu, chi hộ, dòng tiền thuần",140.322.282,136.660.225,,140322282.0,136660225.0
Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,Công ty Cổ phần Hợp tác Phát triểnNăng lượng tái tạo Vi - Ja,"Mua hàng hóa, dịch vụ",-,101.280.000,,,101280000.0
Công ty Cổ phần Năng lượng Xanh Cà Mau,Công ty Cổ phần Năng lượng Xanh Cà Mau,Công ty Cổ phần Năng lượng Xanh Cà Mau,Góp vốn,-,1.900.000.000,,,1900000000.0
Công ty Cổ phần Điện Gió LaVi,Công ty Cổ phần Điện Gió LaVi,Công ty Cổ phần Điện Gió LaVi,"Thu, chi hộ, dòng tiền thuần",-,1.882.549.937,,,1882549937.0
