row_label_raw,row_label_full,col_0,End of year,End of year_1,Beginning of year,Beginning of year_1,numeric__End of year,numeric__End of year_1,numeric__Beginning of year,numeric__Beginning of year_1
,,,Ordinary shares,Preference shares (*),Ordinary shares,Preference shares (*),,,,
"Number of shares registered, issued, and existing in circulation","Number of shares registered, issued, and existing in circulation","Number of shares registered, issued, and existing in circulation","358,308,371","64,200,000","341,249,401","64,200,000",,,,
