row_label_raw,row_label_full,Related party,Transactions,Current year VND,Previous year VND,numeric__Transactions,numeric__Current year VND,numeric__Previous year VND
Thuong Lo Hydropower One - Member Limited Company,Thuong Lo Hydropower One - Member Limited Company,Thuong Lo Hydropower One - Member Limited Company,Income from profit distribution,"7,000,000,000","6,000,000,000",,,
Thuong Lo Hydropower One - Member Limited Company,Thuong Lo Hydropower One - Member Limited Company,Thuong Lo Hydropower One - Member Limited Company,Revenue from sale of goods and rendering of services,"159,053,600","712,541,777",,,
Thuong Lo Hydropower One - Member Limited Company,Thuong Lo Hydropower One - Member Limited Company,Thuong Lo Hydropower One - Member Limited Company,"Net receipts, payment of behalf, net cash flow","142,246,542","126,250,042",,,
Thuong Lo Hydropower One - Member Limited Company,Thuong Lo Hydropower One - Member Limited Company,Thuong Lo Hydropower One - Member Limited Company,Purchase of goods and services,"7,731,561","11,179,346",,,
Gia Lai Consultancy and Energy Development One Member Limited Company,Gia Lai Consultancy and Energy Development One Member Limited Company,Gia Lai Consultancy and Energy Development One Member Limited Company,"Net receipts, payment of behalf, net cash flow","16,103,806","15,440,750",,,
Gia Lai Consultancy and Energy Development One Member Limited Company,Gia Lai Consultancy and Energy Development One Member Limited Company,Gia Lai Consultancy and Energy Development One Member Limited Company,Income from profit distribution,-,"2,800,000,000",,,
Gia Lai Consultancy and Energy Development One Member Limited Company,Gia Lai Consultancy and Energy Development One Member Limited Company,Gia Lai Consultancy and Energy Development One Member Limited Company,Purchase of goods and services,-,"8,000,000",,,
TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,Borrowings repayment,"157,000,000,000","49,000,000,000",,,
TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,Borrowings,"125,000,000,000","81,000,000,000",,,
TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,Dividend income,"28,028,625,600","56,057,251,200",,,
TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,Purchase of goods and services,"5,690,804,240","721,778,000",,,
TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,Interest expense,"4,923,780,822","1,437,178,083",,,
TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,Revenue from sale of goods and rendering of services,"1,671,579,259","4,725,047,273",,,
TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,TTC Duc Hue - Long An Electricity Joint Stock Company,"Net receipts, payment of behalf, net cash flow","263,397,575","328,214,866",,,
