row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Within one year,Within one year,Within one year,"3,567,257,654","5,923,555,849",,
Between one and five years,Between one and five years,Between one and five years,"2,734,254,647","7,987,809,693",,
Over five years,Over five years,Over five years,"24,234,721,321","18,150,065,116",,
Total minimum payments,Total minimum payments,Total minimum payments,"30,536,233,622","32,061,430,658",,
