row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Share dividend issued,Share dividend issued,Share dividend issued,"170,589,700,000","193,124,990,000",,
Appropriation to bonus and welfare fund,Appropriation to bonus and welfare fund,Appropriation to bonus and welfare fund,"3,805,982,529","8,338,816,730",,
Disposal of fixed assets but not yet collected,Disposal of fixed assets but not yet collected,Disposal of fixed assets but not yet collected,"2,072,600,000","5,692,483,172",,
Purchase of fixed assets but not yet paid,Purchase of fixed assets but not yet paid,Purchase of fixed assets but not yet paid,"304,245,000",-,,
Interest income converted to lending principals,Interest income converted to lending principals,Interest income converted to lending principals,-,"9,672,623,730",,
Reclassify investments in subsidiaries as other receivables,Reclassify investments in subsidiaries as other receivables,Reclassify investments in subsidiaries as other receivables,-,"6,400,000,000",,
Reclassify other receivables into lending,Reclassify other receivables into lending,Reclassify other receivables into lending,-,"6,400,000,000",,
Transfer from inventory to fixed assets,Transfer from inventory to fixed assets,Transfer from inventory to fixed assets,-,"4,464,887,704",,
Prepayment to supplier to purchase of fixed assets,Prepayment to supplier to purchase of fixed assets,Prepayment to supplier to purchase of fixed assets,-,"764,356,515",,
