row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Năm nay VND,Năm trước VND,numeric__Nội dung nghiệp vụ,numeric__Năm nay VND,numeric__Năm trước VND
Công ty Cổ phần Xuất Nhập khẩu Tân Định,Công ty Cổ phần Xuất Nhập khẩu Tân Định,Công ty Cổ phần Xuất Nhập khẩu Tân Định,Mua hàng hóa dịch vụ,1.391.782.041,1.032.628.200,,1391782041.0,1032628200.0
Công ty TNHH Du lịch Thành Thành Công Lâm Đồng,Công ty TNHH Du lịch Thành Thành Công Lâm Đồng,Công ty TNHH Du lịch Thành Thành Công Lâm Đồng,Mua hàng hóa và dịch vụ,143.403.704,352.330.034,,143403704.0,352330034.0
Công ty Cổ phần Thương mại Dịch vụ Y tế DHA,Công ty Cổ phần Thương mại Dịch vụ Y tế DHA,Công ty Cổ phần Thương mại Dịch vụ Y tế DHA,Mua hàng hóa và dịch vụ,479.081.482,436.150.000,,479081482.0,436150000.0
Công ty Cổ phần Du lịch Thanh Bình,Công ty Cổ phần Du lịch Thanh Bình,Công ty Cổ phần Du lịch Thanh Bình,Mua dịch vụ,148.425.033,127.943.774,,148425033.0,127943774.0
Công ty TNHH Dịch vụ Quản lý Bất động sản Sài Gòn Thương Tín,Công ty TNHH Dịch vụ Quản lý Bất động sản Sài Gòn Thương Tín,Công ty TNHH Dịch vụ Quản lý Bất động sản Sài Gòn Thương Tín,Mua hàng hóa và dịch vụ,19.828.000,18.000.000,,19828000.0,18000000.0
Công ty TNHH MTV Nhiệt điện Ninh Hòa,Công ty TNHH MTV Nhiệt điện Ninh Hòa,Công ty TNHH MTV Nhiệt điện Ninh Hòa,Doanh thu bán hàng và cung cấp dịch vụ,28.100.000,31.500.000,,28100000.0,31500000.0
Công ty Cổ Phần Năng lượng Solwind,Công ty Cổ Phần Năng lượng Solwind,Công ty Cổ Phần Năng lượng Solwind,"Thu, chi hộ, dòng tiền thuần",3.471.199,-,,3471199.0,
Công ty Cổ Phần Năng lượng Solwind,Công ty Cổ Phần Năng lượng Solwind,Công ty Cổ Phần Năng lượng Solwind,Lãi vay,-,184.109.589,,,184109589.0
Công ty Cổ Phần Năng lượng Solwind,Công ty Cổ Phần Năng lượng Solwind,Công ty Cổ Phần Năng lượng Solwind,Trả nợ vay,-,20.000.000.000,,,20000000000.0
Công ty Cổ Phần Năng lượng Solwind,Công ty Cổ Phần Năng lượng Solwind,Công ty Cổ Phần Năng lượng Solwind,Vay,-,20.000.000.000,,,20000000000.0
Công ty Cổ Phần Năng lượng Solwind,Công ty Cổ Phần Năng lượng Solwind,Công ty Cổ Phần Năng lượng Solwind,Góp vốn,-,49.990.000.000,,,49990000000.0
