row_label_raw,row_label_full,Code,ASSETS,Note,End of year VND,Beginning of year VND,numeric__ASSETS,numeric__Note,numeric__End of year VND,numeric__Beginning of year VND
100,100,100,CURRENT ASSETS,,"433,125,666,833","512,338,373,585",,,,
110,100 > 110,110,Cash and cash equivalents,3,"49,319,466,094","76,037,343,337",,3.0,,
111,111,111,Cash,,"38,319,466,094","39,131,764,957",,,,
112,112,112,Cash equivalents,,"11,000,000,000","36,905,578,380",,,,
120,120,120,Short-term investments,,"6,400,000,000",-,,,,
123,120 > 123,123,Investments held to maturity,4,"6,400,000,000",-,,4.0,,
130,130,130,Short-term receivables,,"316,452,879,543","362,370,546,178",,,,
131,130 > 131,131,Short-term trade accounts receivable,5,"90,539,112,334","94,597,462,709",,5.0,,
132,130 > 132,132,Short-term prepayments to suppliers,6,"3,576,756,423","2,614,057,118",,6.0,,
135,130 > 135,135,Short-term lending,7,"168,900,000,000","241,900,000,000",,7.0,,
136,130 > 136,136,Other short-term receivables,8,"54,254,719,421","23,968,227,033",,8.0,,
137,137,137,Provision for doubtful debts – short-term,,"(817,708,635)","(709,200,682)",,,,
140,137 > 140,140,Inventories,9,"59,261,895,124","71,135,211,603",,9.0,,
141,141,141,Inventories,,"59,261,895,124","71,135,211,603",,,,
150,150,150,Other current assets,,"1,691,426,072","2,795,272,467",,,,
151,151,151,Short-term prepaid expenses,10(a),"1,691,426,072","2,668,382,531",,,,
153,153,153,Tax and other receivables from the State,16(a),-,"126,889,936",,,,
200,200,200,LONG-TERM ASSETS,,"6,107,774,578,490","6,369,315,479,246",,,,
210,210,210,Long-term receivables,,"472,456,420","500,456,420",,,,
216,216,216,Other long-term receivables,,"624,166,262","652,166,262",,,,
219,219,219,Provision for doubtful debts – long-term,,"(151,709,842)","(151,709,842)",,,,
220,220,220,Fixed assets,,"1,781,683,220,016","1,921,707,342,803",,,,
221,221,221,Tangible fixed assets,11(a),"1,774,042,849,330","1,911,833,480,243",,,,
222,222,222,Historical cost,,"3,031,718,247,863","3,029,774,563,663",,,,
223,223,223,Accumulated depreciation,,"(1,257,675,398,533)","(1,117,941,083,420)",,,,
227,227,227,Intangible fixed assets,11(b),"7,640,370,686","9,873,862,560",,,,
228,228,228,Historical cost,,"18,742,439,944","18,742,439,944",,,,
229,229,229,Accumulated amortisation,,"(11,102,069,258)","(8,868,577,384)",,,,
240,240,240,Long-term asset in progress,,"4,129,772,728","4,129,772,728",,,,
242,240 > 242,242,Construction in progress,12,"4,129,772,728","4,129,772,728",,12.0,,
250,250,250,Long-term investments,,"4,311,778,221,792","4,433,531,070,953",,,,
251,251,251,Investments in subsidiaries,13(a),"4,381,439,616,172","4,376,439,616,172",,,,
252,252,252,Investments in associates,13(b),"143,790,000,000","143,790,000,000",,,,
254,254,254,Provision for long-term investments,13(c),"(213,451,394,380)","(86,698,545,219)",,,,
260,260,260,Other long-term assets,,"9,710,907,534","9,446,836,342",,,,
261,261,261,Long-term prepaid expenses,10(b),"9,710,907,534","9,446,836,342",,,,
270,270,270,TOTAL ASSETS,,"6,540,900,245,323","6,881,653,852,831",,,,
