row_label_raw,row_label_full,col_0,31/12/2022 > Giá trịVND,31/12/2022 > Số có khã năng trả nợVND,01/01/2022 > Giá trịVND,01/01/2022 > Số có khã năng trả nợVND,numeric__31/12/2022 > Giá trịVND,numeric__31/12/2022 > Số có khã năng trả nợVND,numeric__01/01/2022 > Giá trịVND,numeric__01/01/2022 > Số có khã năng trả nợVND
Các bên khác,Các bên khác,Các bên khác,35.035.798.468,35.035.798.468,40.085.798.468,40.085.798.468,35035798468.0,35035798468.0,40085798468.0,40085798468.0
Khách hàng mua căn hộ trả trước tiền (1),Khách hàng mua căn hộ trả trước tiền (1),Khách hàng mua căn hộ trả trước tiền (1),14.667.005.284,14.667.005.284,14.667.005.284,14.667.005.284,14667005284.0,14667005284.0,14667005284.0,14667005284.0
Công ty CP DL Đầu khí Phương Đông (2),Công ty CP DL Đầu khí Phương Đông (2),Công ty CP DL Đầu khí Phương Đông (2),13.705.514.600,13.705.514.600,13.705.514.600,13.705.514.600,13705514600.0,13705514600.0,13705514600.0,13705514600.0
Ngân hàng TM TNHH MTV Đại Dương (3),Ngân hàng TM TNHH MTV Đại Dương (3),Ngân hàng TM TNHH MTV Đại Dương (3),6.630.600.000,6.630.600.000,6.630.600.000,6.630.600.000,6630600000.0,6630600000.0,6630600000.0,6630600000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,32.678.584,32.678.584,5.082.678.584,5.082.678.584,32678584.0,32678584.0,5082678584.0,5082678584.0
Cộng,Cộng,Cộng,35.035.798.468,35.035.798.468,40.085.798.468,40.085.798.468,35035798468.0,35035798468.0,40085798468.0,40085798468.0
