row_label_raw,row_label_full,col_0,Số phải thu cuối năm VND,Số phải nộp cuối năm VND,Số đã thực nộp trong năm VND,Số phải nộp trong năm VND,Số phải thu đầu năm VND,Số phải nộp đầu năm VND,numeric__Số phải thu cuối năm VND,numeric__Số phải nộp cuối năm VND,numeric__Số đã thực nộp trong năm VND,numeric__Số phải nộp trong năm VND,numeric__Số phải thu đầu năm VND,numeric__Số phải nộp đầu năm VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,1.086.218.583,-,,,1.086.218.583,-,1086218583.0,,,,1086218583.0,
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,1.705.891,646.349.539,561.918.692,-,86.136.738,,1705891.0,646349539.0,561918692.0,,86136738.0
Thuế môn bài,Thuế môn bài,Thuế môn bài,-,-,4.000.000,4.000.000,-,-,,,4000000.0,4000000.0,,
Cộng,Cộng,Cộng,1.086.218.583,1.705.891,650.349.539,565.918.692,1.086.218.583,86.136.738,1086218583.0,1705891.0,650349539.0,565918692.0,1086218583.0,86136738.0
