row_label_raw,row_label_full,col_0,Năm 2022VND,Năm 2021VND,numeric__Năm 2022VND,numeric__Năm 2021VND
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,23.462.167.779,(74.236.999.148),23462167779.0,-74236999148.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,(22.211.018),(68.166.066),-22211018.0,-68166066.0
Hoạt động kinh doanh thông thường khác,Hoạt động kinh doanh thông thường khác,Hoạt động kinh doanh thông thường khác,23.484.378.797,(74.168.833.082),23484378797.0,-74168833082.0
Các khoản điều chỉnh lợi nhuận kế toán để xác định thu nhập chịu thuế TNDN,Các khoản điều chỉnh lợi nhuận kế toán để xác định thu nhập chịu thuế TNDN,Các khoản điều chỉnh lợi nhuận kế toán để xác định thu nhập chịu thuế TNDN,18.812.940.082,(58.034.899.873),18812940082.0,-58034899873.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,-,-,,
Hoạt động kinh doanh khác,Hoạt động kinh doanh bất động sản > Hoạt động kinh doanh khác,Hoạt động kinh doanh khác,18.812.940.082,(58.034.899.873),18812940082.0,-58034899873.0
Các khoản điều chỉnh tăng,Hoạt động kinh doanh bất động sản > Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,19.567.136.864,14.752.501.625,19567136864.0,14752501625.0
Các khoản điều chỉnh giảm,Hoạt động kinh doanh bất động sản > Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(754.196.782),(72.787.401.498),-754196782.0,-72787401498.0
Thu nhập tính thuế TNDN,Hoạt động kinh doanh bất động sản > Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,42.275.107.861,(132.271.899.021),42275107861.0,-132271899021.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản > Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,(22.211.018),(68.166.066),-22211018.0,-68166066.0
Thu nhập chịu thuế TNDN,Hoạt động kinh doanh bất động sản > Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,42.297.318.879,(132.203.732.955),42297318879.0,-132203732955.0
Chuyển lỗ,Hoạt động kinh doanh bất động sản > Chuyển lỗ,Chuyển lỗ,(42.297.318.879),-,-42297318879.0,
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,-,-,,
Hoạt động kinh doanh khác,Hoạt động kinh doanh bất động sản > Hoạt động kinh doanh khác,Hoạt động kinh doanh khác,(42.297.318.879),-,-42297318879.0,
Thu nhập tính thuế TNDN,Hoạt động kinh doanh bất động sản > Thu nhập tính thuế TNDN,Thu nhập tính thuế TNDN,(22.211.018),(132.271.899.021),-22211018.0,-132271899021.0
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản > Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,(22.211.018),(68.166.066),-22211018.0,-68166066.0
Hoạt động kinh doanh khác,Hoạt động kinh doanh bất động sản > Hoạt động kinh doanh khác,Hoạt động kinh doanh khác,-,(132.203.732.955),,-132203732955.0
Thuế suất thuế TNDN,Hoạt động kinh doanh bất động sản > Thuế suất thuế TNDN,Thuế suất thuế TNDN,20%,20%,0.2,0.2
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản > Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,20%,20%,0.2,0.2
Hoạt động kinh doanh khác,Hoạt động kinh doanh bất động sản > Hoạt động kinh doanh khác,Hoạt động kinh doanh khác,20%,20%,0.2,0.2
Thuế TNDN,Thuế TNDN,Thuế TNDN,,,,
Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,-,-,,
Hoạt động kinh doanh khác,Hoạt động kinh doanh khác,Hoạt động kinh doanh khác,-,-,,
Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,-,-,,
