row_label_raw,row_label_full,col_0,31/12/2022,31/12/2022_1,31/12/2022_2,31/12/2022_3,01/01/2022,01/01/2022_1,numeric__31/12/2022,numeric__31/12/2022_1,numeric__31/12/2022_2,numeric__31/12/2022_3,numeric__01/01/2022,numeric__01/01/2022_1
,,,Giá gốc VND,Dự phòng VND,Giá hợp lý (i) VND,Giá gốc VND,Dự phòng VND,Giá hợp lý (i) VND,,,,,,
Đầu tư vào công ty con,Đầu tư vào công ty con,Đầu tư vào công ty con,1.595.638.684.744,(844.711.141.294),889.556.416.000,1.595.638.684.744,(892.053.797.598),1.234.259.527.200,1595638684744.0,-844711141294.0,889556416000.0,1595638684744.0,-892053797598.0,1234259527200.0
Công ty Cổ phần One Capital Hospitality (1),Công ty Cổ phần One Capital Hospitality (1),Công ty Cổ phần One Capital Hospitality (1),1.100.999.642.844,(395.219.032.822),889.556.416.000,1.100.999.642.844,(444.134.694.765),1.234.259.527.200,1100999642844.0,-395219032822.0,889556416000.0,1100999642844.0,-444134694765.0,1234259527200.0
Công ty Cổ phần Đầu tư Đại Dương Thăng Long (2),Công ty Cổ phần Đầu tư Đại Dương Thăng Long (2),Công ty Cổ phần Đầu tư Đại Dương Thăng Long (2),480.465.301.009,(435.363.367.581),,480.465.301.009,(433.790.361.942),,480465301009.0,-435363367581.0,,480465301009.0,-433790361942.0,
Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương (ii),Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương (ii),Công ty Cổ phần Phát triển Tài nguyên Thiên nhiên Đại Dương (ii),11.310.000.000,(11.310.000.000),,11.310.000.000,(11.310.000.000),,11310000000.0,-11310000000.0,,11310000000.0,-11310000000.0,
Công ty Cổ phần Sở giao dịch hàng hóa INFO (3) (ii),Công ty Cổ phần Sở giao dịch hàng hóa INFO (3) (ii),Công ty Cổ phần Sở giao dịch hàng hóa INFO (3) (ii),2.818.740.891,(2.818.740.891),,2.818.740.891,(2.818.740.891),,2818740891.0,-2818740891.0,,2818740891.0,-2818740891.0,
Công ty TNHH Đầu tư Kinh doanh Bất động sản TKD Việt Nam (3)(ii),Công ty TNHH Đầu tư Kinh doanh Bất động sản TKD Việt Nam (3)(ii),Công ty TNHH Đầu tư Kinh doanh Bất động sản TKD Việt Nam (3)(ii),45.000.000,-,,45.000.000,-,,45000000.0,,,45000000.0,,
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",104.228.000.000,-,,104.228.000.000,-,,104228000000.0,,,104228000000.0,,
Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang (4),Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang (4),Công ty Cổ phần Đầu tư BOT Hà Nội - Bắc Giang (4),104.228.000.000,-,,104.228.000.000,-,,104228000000.0,,,104228000000.0,,
Cộng,Cộng,Cộng,1.699.866.684.744,(844.711.141.294),889.556.416.000,1.699.866.684.744,(892.053.797.598),1.234.259.527.200,1699866684744.0,-844711141294.0,889556416000.0,1699866684744.0,-892053797598.0,1234259527200.0
