row_label_raw,row_label_full,col_0,1/1/2018 > Giá trị ghi số VND,1/1/2018 > Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Hoàn trả VND,31/12/2018 > Giá trị ghi số VND,31/12/2018 > Số có khả năng trả nợ VND,numeric__1/1/2018 > Giá trị ghi số VND,numeric__1/1/2018 > Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Hoàn trả VND,numeric__31/12/2018 > Giá trị ghi số VND,numeric__31/12/2018 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.495.029.967.387,1.495.029.967.387,3.789.635.162.894,(4.897.465.422.995),387.199.707.286,387.199.707.286,1495029967387.0,1495029967387.0,3789635162894.0,-4897465422995.0,387199707286.0,387199707286.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,33.565.582.267,33.565.582.267,82.434.417.733,(48.000.000.000),68.000.000.000,68.000.000.000,33565582267.0,33565582267.0,82434417733.0,-48000000000.0,68000000000.0,68000000000.0
,,,1.528.595.549.654,1.528.595.549.654,3.872.069.580.627,(4.945.465.422.995),455.199.707.286,455.199.707.286,1528595549654.0,1528595549654.0,3872069580627.0,-4945465422995.0,455199707286.0,455199707286.0
Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau:,,,,,,
,,,,,Loại tiền,Lãi suất năm,31/12/2018 VND,1/1/2018 VND,,,,,,
Khoản vay ngân hàng không đảm bảo,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau: > Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,,,VND,"5,1% - 5,8%",387.199.707.286,1.408.689.523.428,,,,,387199707286.0,1408689523428.0
Khoản vay ngân hàng không đảm bảo,Điều khoản và điều kiện của các khoản vay ngắn hạn hiện còn số dư như sau: > Khoản vay ngân hàng không đảm bảo,Khoản vay ngân hàng không đảm bảo,,,USD,"2,4%",-,86.340.443.959,,,,0.024,,86340443959.0
,,,,,,,387.199.707.286,1.495.029.967.387,,,,,387199707286.0,1495029967387.0
