row_label_raw,row_label_full,col_0,Giá trị số sách > Ngày 31 tháng 12năm 2017Triệu đồng,Giá trị số sách > Ngày 31 tháng 12năm 2016Triệu đồng,numeric__Giá trị số sách > Ngày 31 tháng 12năm 2017Triệu đồng,numeric__Giá trị số sách > Ngày 31 tháng 12năm 2016Triệu đồng
Bất đông sản,Bất đông sản,Bất đông sản,173.449.978,148.659.056,173449978.0,148659056.0
Đông sản,Đông sản,Đông sản,39.905.535,30.721.080,39905535.0,30721080.0
Giấy tờ có giá,Giấy tờ có giá,Giấy tờ có giá,79.901.398,66.248.237,79901398.0,66248237.0
Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,Các tài sản đảm bảo khác,106.177.159,94.972.311,106177159.0,94972311.0
,,,399.434.070,340.600.684,399434070.0,340600684.0
