row_label_raw,row_label_full,Bên liên quan,Giao dịch,Giá trị,Giá trị_1,numeric__Giao dịch,numeric__Giá trị,numeric__Giá trị_1
Bên liên quan,Bên liên quan,Bên liên quan,Giao dịch,2017Triệu đồng,2016Triệu đồng,,,
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu gửi tiền,34.535,43.196,,34535.0,43196.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu từ dịch vụ tư vấn,195.677,159.269,,195677.0,159269.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Chi phí nhận tiền gửi,33.184,30.920,,33184.0,30920.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu bán nợ,42.570,298.695,,42570.0,298695.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu từ hợp đồngphái sinh,47.663,24.598,,47663.0,24598.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Chi phí cho hợp đồng phải sinh,13.023,-,,13023.0,
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Doanh thu phí thu chi hộ,45.898,43.905,,45898.0,43905.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Tăng vốn góp tại VPB FCLợi nhuận và quỹ chuyển vềNgân hàng mẹ,1.684.000,1.290.000,,1684000.0,1290000.0
VPB FC – Công ty con,Bên liên quan > VPB FC – Công ty con,VPB FC – Công ty con,Giá trị còn lại của tài sản cốđịnh bán cho VPB FC,-,890.15432.731,,,89015432731.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Lợi nhuận chuyển về cho Ngânhàng mẹ,1.756,37.824,,1756.0,37824.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Chỉ phí hợp đồng ủy thác,129.824,76.239,,129824.0,76239.0
VPB AMC – Công ty con,Bên liên quan > VPB AMC – Công ty con,VPB AMC – Công ty con,Chi phí nhận tiền gửi,1.512,3.763,,1512.0,3763.0
"Các thành viên Hội đồngQuản trị, Ban Kiểm soát vàBan Tổng Giám đốc","Bên liên quan > Các thành viên Hội đồngQuản trị, Ban Kiểm soát vàBan Tổng Giám đốc","Các thành viên Hội đồngQuản trị, Ban Kiểm soát vàBan Tổng Giám đốc",Chi phí lương và phụ cấp khác,48.919,33.412,,48919.0,33412.0
"Các thành viên Hội đồngQuản trị, Ban Kiểm soát vàBan Tổng Giám đốc","Bên liên quan > Các thành viên Hội đồngQuản trị, Ban Kiểm soát vàBan Tổng Giám đốc","Các thành viên Hội đồngQuản trị, Ban Kiểm soát vàBan Tổng Giám đốc",Chi phí nhận tiền gửi,1.483,640,,1483.0,640.0
