row_label_raw,row_label_full,Số dư đầu năm > Dự phòng rủi ro trích lập trong năm,Chứng khoánđầu tư sẵn sàngđể bánTriệu đồng > 248.559 > 39.707,Chứng khoánđầu tư giữ đếngày đáo hạnTriệu đồng > 496.311 > 320.438,TổngTriệu đồng > 744.870 > 360.145,numeric__Chứng khoánđầu tư sẵn sàngđể bánTriệu đồng > 248.559 > 39.707,numeric__Chứng khoánđầu tư giữ đếngày đáo hạnTriệu đồng > 496.311 > 320.438,numeric__TổngTriệu đồng > 744.870 > 360.145
Giảm dự phòng do bán nợ choVAMC,Giảm dự phòng do bán nợ choVAMC,Giảm dự phòng do bán nợ choVAMC,(127.149),-,(127.149),-127149.0,,-127149.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,161.117,816.749,977.866,161117.0,816749.0,977866.0
