row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017Triệu đồng,Ngày 31 tháng 12năm 2016Triệu đồng,numeric__Ngày 31 tháng 12năm 2017Triệu đồng,numeric__Ngày 31 tháng 12năm 2016Triệu đồng
"Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn","Tiền, vàng gửi không kỳ hạn",19.749.454,15.310.424,19749454.0,15310424.0
- Tiến gửi không kỳ hạn bằng VND,- Tiến gửi không kỳ hạn bằng VND,- Tiến gửi không kỳ hạn bằng VND,17.790.241,12.394.182,17790241.0,12394182.0
- Tiến gửi không kỳ hạn bằng ngoại tệ,- Tiến gửi không kỳ hạn bằng ngoại tệ,- Tiến gửi không kỳ hạn bằng ngoại tệ,1.959.213,2.916.242,1959213.0,2916242.0
"Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn","Tiền, vàng gửi có kỳ hạn",108.895.114,105.992.689,108895114.0,105992689.0
- Tiến gửi có kỳ hạn bằng VND,- Tiến gửi có kỳ hạn bằng VND,- Tiến gửi có kỳ hạn bằng VND,105.517.228,101.491.632,105517228.0,101491632.0
- Tiến gửi có kỳ hạn bằng ngoại tệ,- Tiến gửi có kỳ hạn bằng ngoại tệ,- Tiến gửi có kỳ hạn bằng ngoại tệ,3.377.886,4.501.057,3377886.0,4501057.0
Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,Tiền gửi vốn chuyên dùng,58.484,69.569,58484.0,69569.0
- Tiến gửi vốn chuyên dùng bằng VND,- Tiến gửi vốn chuyên dùng bằng VND,- Tiến gửi vốn chuyên dùng bằng VND,52.935,65.867,52935.0,65867.0
- Tiến gửi vốn chuyên dùng bằng ngoại tệ,- Tiến gửi vốn chuyên dùng bằng ngoại tệ,- Tiến gửi vốn chuyên dùng bằng ngoại tệ,5.549,3.702,5549.0,3702.0
Tiền ký quỹ,Tiền ký quỹ,Tiền ký quỹ,353.774,415.505,353774.0,415505.0
- Tiến gửi ký quỹ bằng VND,- Tiến gửi ký quỹ bằng VND,- Tiến gửi ký quỹ bằng VND,348.924,410.085,348924.0,410085.0
- Tiến gửi ký quỹ bằng ngoại tệ,- Tiến gửi ký quỹ bằng ngoại tệ,- Tiến gửi ký quỹ bằng ngoại tệ,4.850,5.420,4850.0,5420.0
,,,129.056.826,121.788.187,129056826.0,121788187.0
