row_label_raw,row_label_full,col_0,Thuyết minh,2017Triệu đồng,2016Triệu đồng,numeric__Thuyết minh,numeric__2017Triệu đồng,numeric__2016Triệu đồng
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,19.729.619,15.598.267,,19729619.0,15598267.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(8.827.402),(8.301.790),,-8827402.0,-8301790.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,953.226,721.298,,953226.0,721298.0
"Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ","Chênh lệch số tiền thực thu/(thực chi) từ hoạt động kinh doanh chứng khoán, vàng bạc, ngoại tệ",,436.873,(216.605),,436873.0,-216605.0
Thu nhập khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Thu nhập khác,Thu nhập khác,,1.212.869,447.745,,1212869.0,447745.0
"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn dự phòng rủi ro",,287.431,367.702,,287431.0,367702.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(4.909.091),(3.756.831),,-4909091.0,-3756831.0
Tiền thuế thu nhập thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Tiền thuế thu nhập thực nộp trong năm,Tiền thuế thu nhập thực nộp trong năm,22.1,(768.112),(396.348),221.0,-768112.0,-396348.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNGKINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ phải trả hoạt động,,8.115.413,4.463.438,,8115413.0,4463438.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"Giảm các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác","Những thay đổi về tài sản hoạt động > Giảm các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác","Giảm các khoản tiền, vàng gửi và cho vay các tổ chức tín dụng khác",,2.998.424,570.201,,2998424.0,570201.0
Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các khoản về kinh doanh chứng khoán,Giảm/(Tăng) các khoản về kinh doanh chứng khoán,,2.791.715,(8.889.714),,2791715.0,-8889714.0
Tăng các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > Tăng các khoản cho vay khách hàng,Tăng các khoản cho vay khách hàng,,(25.103.685),(15.744.864),,-25103685.0,-15744864.0
