row_label_raw,row_label_full,col_0,2017Triệu đồng,2016Triệu đồng,numeric__2017Triệu đồng,numeric__2016Triệu đồng
Lợi nhuận thuần trước thuếCộng/(Trừ),Lợi nhuận thuần trước thuếCộng/(Trừ),Lợi nhuận thuần trước thuếCộng/(Trừ),5.626.943,3.403.026,5626943.0,3403026.0
- Doanh thu không chịu thuế,- Doanh thu không chịu thuế,- Doanh thu không chịu thuế,(1.686.394),(928.388),-1686394.0,-928388.0
- Các khoản làm tăng/(giảm) lợi nhuận trước thuế khác,- Các khoản làm tăng/(giảm) lợi nhuận trước thuế khác,- Các khoản làm tăng/(giảm) lợi nhuận trước thuế khác,239.667,(7.875),239667.0,-7875.0
- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,- Chi phí không được khấu trừ,55.999,13.973,55999.0,13973.0
Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,Thu nhập chịu thuế ước tính trong năm,4.236.215,2.480.736,4236215.0,2480736.0
Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,Chi phí thuế TNDN theo thuế suất hiện hành,847.243,496.148,847243.0,496148.0
Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,Điều chỉnh số thuế phải nộp các năm trước,90,1.961,90.0,1961.0
Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,Chi phí thuế TNDN trong năm,847.333,498.109,847333.0,498109.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,325.180,223.419,325180.0,223419.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(768.112),(396.348),-768112.0,-396348.0
Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,Thuế TNDN phải trả cuối năm,404.401,325.180,404401.0,325180.0
