row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,Tổng cộngTriệu đồng,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__Tổng cộngTriệu đồng
,,,Trên 3thángTriệu đồng,Đến 3thángTriệu đồng,Đến 1thángTriệu đồng,Từ 1 đến 3thángTriệu đồng,Từ 3 đến 12thángTriệu đồng,Từ 1 đến 5 nămTriệu đồng,Trên 5nămTriệu đồng,Tổng cộngTriệu đồng,,,,,,,,
Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,Tài sản,,,,,,,,
"Tiền mặt, vàng bạc, đá cuý","Tài sản > Tiền mặt, vàng bạc, đá cuý","Tiền mặt, vàng bạc, đá cuý",-,-,2.574.284,-,-,-,-,2.574.284,,,2574284.0,,,,,2574284.0
Tiền gửi tại NHNN,Tài sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,5.880.062,-,-,-,-,5.880.062,,,5880062.0,,,,,5880062.0
Tiền gửi và cho vay các TCTD khác – gộp,Tài sản > Tiền gửi và cho vay các TCTD khác – gộp,Tiền gửi và cho vay các TCTD khác – gộp,731,-,12.132.726,4.684.602,-,-,-,16.818.059,731.0,,12132726.0,4684602.0,,,,16818059.0
Chứng khoán kinh doàn,Tài sản > Chứng khoán kinh doàn,Chứng khoán kinh doàn,-,-,1.424.854,-,-,-,-,1.424.854,,,1424854.0,,,,,1424854.0
Cho vay khách hàng – gộp,Tài sản > Cho vay khách hàng – gộp,Cho vay khách hàng – gộp,1.625.384,915.495,13.866.642,16.212.838,37.609.781,45.656.267,21.982.792,137.869.199,1625384.0,915495.0,13866642.0,16212838.0,37609781.0,45656267.0,21982792.0,137869199.0
Chứng khoán đầu tư – gộp,Tài sản > Chứng khoán đầu tư – gộp,Chứng khoán đầu tư – gộp,-,-,-,207.634,11.839.761,32.322.315,10.063.516,54.433.226,,,,207634.0,11839761.0,32322315.0,10063516.0,54433226.0
"Góp vốn, đầu tư dài hạn – gộp","Tài sản > Góp vốn, đầu tư dài hạn – gộp","Góp vốn, đầu tư dài hạn – gộp",-,-,-,-,-,-,5.007.537,5.007.637,,,,,,,5007537.0,5007637.0
Tài sản cố định,Tài sản > Tài sản cố định,Tài sản cố định,-,-,-,-,-,-,564.446,564.446,,,,,,,564446.0,564446.0
Tài sản Có khác – gộp,Tài sản > Tài sản Có khác – gộp,Tài sản Có khác – gộp,61.891,-,8.326.065,1.240.944,2.986.496,-,-,12.615.396,61891.0,,8326065.0,1240944.0,2986496.0,,,12615396.0
Tổng tài sản,Tài sản > Tổng tài sản,Tổng tài sản,1.688.006,915.495,44.204.633,22.346.018,52.436.038,77.978.582,37.618.391,237.187.163,1688006.0,915495.0,44204633.0,22346018.0,52436038.0,77978582.0,37618391.0,237187163.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,Nợ phải trả,,,,,,,,
Các khoản nợ Ngân hàng Nhà nước Việt Nam,Nợ phải trả > Các khoản nợ Ngân hàng Nhà nước Việt Nam,Các khoản nợ Ngân hàng Nhà nước Việt Nam,-,-,676,6.901,18.438,-,-,26.015,,,676.0,6901.0,18438.0,,,26015.0
