row_label_raw,row_label_full,col_0,Thuyết minh,2017Triệu đồng,2016Triệu đồng,numeric__Thuyết minh,numeric__2017Triệu đồng,numeric__2016Triệu đồng
LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH,,,
"Tăng vốn cổ phần tử góp vốn và/hoặc phát hành cổ phiếuTiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khácCổ tức trả cho cổ đông, lợi nhuận đã chia","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Tăng vốn cổ phần tử góp vốn và/hoặc phát hành cổ phiếuTiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khácCổ tức trả cho cổ đông, lợi nhuận đã chia","Tăng vốn cổ phần tử góp vốn và/hoặc phát hành cổ phiếuTiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khácCổ tức trả cho cổ đông, lợi nhuận đã chia",23.1,6 224 386,-,231.0,,
"Tăng vốn cổ phần tử góp vốn và/hoặc phát hành cổ phiếuTiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khácCổ tức trả cho cổ đông, lợi nhuận đã chia","LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Tăng vốn cổ phần tử góp vốn và/hoặc phát hành cổ phiếuTiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khácCổ tức trả cho cổ đông, lợi nhuận đã chia","Tăng vốn cổ phần tử góp vốn và/hoặc phát hành cổ phiếuTiền thu từ phát hành giấy tờ có giá dài hạn có đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khácCổ tức trả cho cổ đông, lợi nhuận đã chia",23.1,(146.439),2.876.960(146.439),231.0,-146439.0,
Lưu chuyển tiền thuần từ hoạt động tài chính,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,,6.077.947,2.730.521,,6077947.0,2730521.0
Lưu chuyển tiền thuần trong năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,,12.701.168,(2.739.946),,12701168.0,-2739946.0
Tiền và các khoản tương đương tiền đầu năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,,10.269.201,13.009.147,,10269201.0,13009147.0
Tiền và các khoản tương đương tiền cuối năm,LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNGTÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm,Tiền và các khoản tương đương tiền cuối năm,34,22.970.369,10.269.201,34.0,22970369.0,10269201.0
CÁC GIAO DỊCH PHI TIÊN TỆ TRỌNG YẾUTRONG NĂM,CÁC GIAO DỊCH PHI TIÊN TỆ TRỌNG YẾUTRONG NĂM,CÁC GIAO DỊCH PHI TIÊN TỆ TRỌNG YẾUTRONG NĂM,CÁC GIAO DỊCH PHI TIÊN TỆ TRỌNG YẾUTRONG NĂM,CÁC GIAO DỊCH PHI TIÊN TỆ TRỌNG YẾUTRONG NĂM,CÁC GIAO DỊCH PHI TIÊN TỆ TRỌNG YẾUTRONG NĂM,,,
Phát hành cổ phiếu thường từ quỹ dự trữ bổ sung vốn điều lệ và quỹ đầu tư phát triểnTăng vốn từ lợi nhuận để lại,CÁC GIAO DỊCH PHI TIÊN TỆ TRỌNG YẾUTRONG NĂM > Phát hành cổ phiếu thường từ quỹ dự trữ bổ sung vốn điều lệ và quỹ đầu tư phát triểnTăng vốn từ lợi nhuận để lại,Phát hành cổ phiếu thường từ quỹ dự trữ bổ sung vốn điều lệ và quỹ đầu tư phát triểnTăng vốn từ lợi nhuận để lại,23.1,579.300,57.537,231.0,579300.0,57537.0
Phát hành cổ phiếu thường từ quỹ dự trữ bổ sung vốn điều lệ và quỹ đầu tư phát triểnTăng vốn từ lợi nhuận để lại,CÁC GIAO DỊCH PHI TIÊN TỆ TRỌNG YẾUTRONG NĂM > Phát hành cổ phiếu thường từ quỹ dự trữ bổ sung vốn điều lệ và quỹ đầu tư phát triểnTăng vốn từ lợi nhuận để lại,Phát hành cổ phiếu thường từ quỹ dự trữ bổ sung vốn điều lệ và quỹ đầu tư phát triểnTăng vốn từ lợi nhuận để lại,23.1,4.298.786,1.066.997,231.0,4298786.0,1066997.0
