row_label_raw,row_label_full,col_0,Dự phòngchungTriệu đồng,Dự phòngcụ thểTriệu đồng,Tổng cộngTriệu đồng,numeric__Dự phòngchungTriệu đồng,numeric__Dự phòngcụ thểTriệu đồng,numeric__Tổng cộngTriệu đồng
Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,672.274,494.874,1.167.148,672274.0,494874.0,1167148.0
Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,127.471,2.106.868,2.234.339,127471.0,2106868.0,2234339.0
Giảm dự phòng do bán nợ cho VAMC,Giảm dự phòng do bán nợ cho VAMC,Giảm dự phòng do bán nợ cho VAMC,-,(157.292),(157.292),,-157292.0,-157292.0
Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,Sử dụng dự phòng xử lý rủi ro tín dụng,-,(1.927.571),(1.927.571),,-1927571.0,-1927571.0
Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,799.745,516.879,1.316.624,799745.0,516879.0,1316624.0
