row_label_raw,row_label_full,col_0,Ngày 31 tháng 12năm 2017Triệu đồng,Ngày 31 tháng 12năm 2016Triệu đồng,numeric__Ngày 31 tháng 12năm 2017Triệu đồng,numeric__Ngày 31 tháng 12năm 2016Triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,50.369.431,51.933.301,50369431.0,51933301.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,17.201.861,21.721.281,17201861.0,21721281.0
Chứng khoán nợ do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán nợ do các tổ chức tín dụng khác trong nước phát hành,Chứng khoán nợ do các tổ chức tín dụng khác trong nước phát hành,19.161.043,16.189.376,19161043.0,16189376.0
Trong đó: Trái phiếu được Chính phủ bảo lãnh,Trong đó: Trái phiếu được Chính phủ bảo lãnh,Trong đó: Trái phiếu được Chính phủ bảo lãnh,12.751.017,11.691.300,12751017.0,11691300.0
Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,Trái phiếu do các tổ chức kinh tế trong nước phát hành,14.006.527,14.022.644,14006527.0,14022644.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,15.357,15.357,15357.0,15357.0
Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,Chứng khoán vốn do các tổ chức kinh tế trong nước phát hành,15.357,15.357,15357.0,15357.0
,,,50.384.788,51.948.658,50384788.0,51948658.0
Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,Dự phòng rủi ro chứng khoán sẵn sàng để bán,(161.117),(248.559),-161117.0,-248559.0
Dự phòng giảm giá,Dự phòng giảm giá,Dự phòng giảm giá,(17.818),(19.829),-17818.0,-19829.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(143.299),(122.609),-143299.0,-122609.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,-,(106.121),,-106121.0
,,,50.223.671,51.700.099,50223671.0,51700099.0
