row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Ngàn VND Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Phải trả dài hạn khác (TM số 16),Phải trả dài hạn khác (TM số 16),Phải trả dài hạn khác (TM số 16),Phải trả dài hạn khác (TM số 16),Phải trả dài hạn khác (TM số 16),Phải trả dài hạn khác (TM số 16),Phải trả dài hạn khác (TM số 16),,,,
Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Phải trả dài hạn khác (TM số 16) > Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty con,Cán trừ công nợ,619.421.352,-,,,619421352.0,
Công ty Cổ phần Bò sữa Tây Nguyên,Phải trả dài hạn khác (TM số 16) > Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty con,Cán trừ công nợ,275.450.168,-,,,275450168.0,
Công ty Cổ phần Hoàng Anh Gia Lai,Phải trả dài hạn khác (TM số 16) > Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Cán trừ công nợ,78.933.111,-,,,78933111.0,
,,,,Lãi vay,-,346.274.401,,,,346274401.0
,,,,,973.804.631,346.274.401,,,973804631.0,346274401.0
Vay ngắn hạn (TM số 18.1 & 18.2),Vay ngắn hạn (TM số 18.1 & 18.2),Vay ngắn hạn (TM số 18.1 & 18.2),Vay ngắn hạn (TM số 18.1 & 18.2),Vay ngắn hạn (TM số 18.1 & 18.2),Vay ngắn hạn (TM số 18.1 & 18.2),Vay ngắn hạn (TM số 18.1 & 18.2),,,,
Công ty Cổ phần Ô tô Trường Hải,Vay ngắn hạn (TM số 18.1 & 18.2) > Công ty Cổ phần Ô tô Trường Hải,Công ty Cổ phần Ô tô Trường Hải,Công ty có cùng thành viên HĐQT,Trái phiếu chuyển đổi,2.216.847.667,-,,,2216847667.0,
Công ty Cổ phần Ô tô Trường Hải,Vay ngắn hạn (TM số 18.1 & 18.2) > Công ty Cổ phần Ô tô Trường Hải,Công ty Cổ phần Ô tô Trường Hải,Công ty có cùng thành viên HĐQT,Vay ngắn hạn,746.132.000,-,,,746132000.0,
Công ty Cổ phần Hoàng Anh Gia Lai,Vay ngắn hạn (TM số 18.1 & 18.2) > Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Vay ngắn hạn,983.468.000,-,,,983468000.0,
Công ty Cổ phần Hưng Thắng Lợi,Vay ngắn hạn (TM số 18.1 & 18.2) > Công ty Cổ phần Hưng Thắng Lợi,Công ty Cổ phần Hưng Thắng Lợi,Công ty trong cùng Tập đoàn,Vay ngắn hạn,-,12.091.300,,,,12091300.0
,,,,,3.946.447.667,12.091.300,,,3946447667.0,12091300.0
Vay dài hạn (TM số 18.6),Vay dài hạn (TM số 18.6),Vay dài hạn (TM số 18.6),Vay dài hạn (TM số 18.6),Vay dài hạn (TM số 18.6),Vay dài hạn (TM số 18.6),Vay dài hạn (TM số 18.6),,,,
Công ty Cổ phần Hoàng Anh Gia Lai,Vay dài hạn (TM số 18.6) > Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,Vay dài hạn,2.314.922.876,1.957.824.733,,,2314922876.0,1957824733.0
