row_label_raw,row_label_full,Tên công ty con,Trụ sở,Tình trạng hoạt động,Tỷ lệ sở hữu và biểu quyết (%),numeric__Trụ sở,numeric__Tình trạng hoạt động,numeric__Tỷ lệ sở hữu và biểu quyết (%)
(14) Công ty Cổ phần An Đông Mia,(14) Công ty Cổ phần An Đông Mia,(14) Công ty Cổ phần An Đông Mia,"Gia Lai, Việt Nam",Đang hoạt động,"69,50",,,69.5
(15) Công ty TNHH MTV Hoàng Anh Lumphat,(15) Công ty TNHH MTV Hoàng Anh Lumphat,(15) Công ty TNHH MTV Hoàng Anh Lumphat,"Rattanakiri, Campuchia",Trước hoạt động,"69,50",,,69.5
(16) Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,(16) Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,(16) Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,"Hồ Chí Minh, Việt Nam",Đang hoạt động,"100,00",,,100.0
(17) Công ty TNHH Bình Phước Kratie Rubber 2,(17) Công ty TNHH Bình Phước Kratie Rubber 2,(17) Công ty TNHH Bình Phước Kratie Rubber 2,"Kratie, Campuchia",Trước hoạt động,"100,00",,,100.0
(18) Công ty TNHH Sovann Vuthy,(18) Công ty TNHH Sovann Vuthy,(18) Công ty TNHH Sovann Vuthy,"Kratie, Campuchia",Trước hoạt động,"100,00",,,100.0
(19) Công ty TNHH Đầu tư Cao su Đông Âu,(19) Công ty TNHH Đầu tư Cao su Đông Âu,(19) Công ty TNHH Đầu tư Cao su Đông Âu,"Hồ Chí Minh, Việt Nam",Trước hoạt động,"100,00",,,100.0
(20) Công ty TNHH Eastern (Cambodia),(20) Công ty TNHH Eastern (Cambodia),(20) Công ty TNHH Eastern (Cambodia),"Kratie, Campuchia",Trước hoạt động,"100,00",,,100.0
(21) Công ty Cổ phần Cao su Trung Nguyên,(21) Công ty Cổ phần Cao su Trung Nguyên,(21) Công ty Cổ phần Cao su Trung Nguyên,"Gia Lai, Việt Nam",Đang hoạt động,"99,91",,,99.91
Chỉ nhánh hạch toán phụ thuộc,Chỉ nhánh hạch toán phụ thuộc,Chỉ nhánh hạch toán phụ thuộc,Chỉ nhánh hạch toán phụ thuộc,Chỉ nhánh hạch toán phụ thuộc,Chỉ nhánh hạch toán phụ thuộc,,,
(22) Công ty Cổ phần Nông nghiệp Quốc Tế Hoàng Anh Gia Lai - Chínhánh chế biến Hoa Quả,(22) Công ty Cổ phần Nông nghiệp Quốc Tế Hoàng Anh Gia Lai - Chínhánh chế biến Hoa Quả,(22) Công ty Cổ phần Nông nghiệp Quốc Tế Hoàng Anh Gia Lai - Chínhánh chế biến Hoa Quả,"Gia Lai, Việt Nam",Đang hoạt động,,,,
