row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Doanh thu bán trái cây,Doanh thu bán trái cây,Doanh thu bán trái cây,838.999.383,718.958.508,838999383.0,718958508.0
Doanh thu bán ót,Doanh thu bán ót,Doanh thu bán ót,205.867.885,"10,540.858",205867885.0,10.540858
Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,Doanh thu bán mũ cao su,231.458.153,176.636.084,231458153.0,176636084.0
Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,Doanh thu bán hàng hóa,384.334.838,210.008.795,384334838.0,210008795.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.660.660.259,1.116.144.245,1660660259.0,1116144245.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Doanh thu với các bên thứ ba,Trong đó: > Doanh thu với các bên thứ ba,Doanh thu với các bên thứ ba,1.122.024.927,758.315.261,1122024927.0,758315261.0
Doanh thu với các bên liên quan (TM số 26),Trong đó: > Doanh thu với các bên liên quan (TM số 26),Doanh thu với các bên liên quan (TM số 26),538.635.332,357.828.984,538635332.0,357828984.0
