row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Ngàn VND > Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Ngàn VND > Số đầu năm
Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),Phải thu ngắn hạn khác (TM số 8) (tiếp theo),,,,
Công ty Cổ PhầnCao su Trung Nguyên,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ PhầnCao su Trung Nguyên,Công ty Cổ PhầnCao su Trung Nguyên,Công ty con,Lãi cho vay,428.291,166.884,,,428291.0,166884.0
Công ty Cổ phần HưngThắng Lợi,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần HưngThắng Lợi,Công ty Cổ phần HưngThắng Lợi,Công tytrong cùngTập đoàn,Khác,250.000,-,,,250000.0,
Công ty Cổ phần Xâydựng Cầu đường HoàngAnh Gia Lai,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty Cổ phần Xâydựng Cầu đường HoàngAnh Gia Lai,Công ty Cổ phần Xâydựng Cầu đường HoàngAnh Gia Lai,Công tytrong cùngTập đoàn,Cho mượn tiền,-,475.000,,,,475000.0
Công ty TNHH MTVKinh doanh Xuất Nhậpkhẩu Hoàng Anh Gia Lai,Phải thu ngắn hạn khác (TM số 8) (tiếp theo) > Công ty TNHH MTVKinh doanh Xuất Nhậpkhẩu Hoàng Anh Gia Lai,Công ty TNHH MTVKinh doanh Xuất Nhậpkhẩu Hoàng Anh Gia Lai,Công ty con,Khác,-,10.362,,,,10362.0
,,,,,1.242.519.649,459.639.964,,,1242519649.0,459639964.0
Phải thu về cho vay dài hạn (*),Phải thu về cho vay dài hạn (*),Phải thu về cho vay dài hạn (*),Phải thu về cho vay dài hạn (*),Phải thu về cho vay dài hạn (*),Phải thu về cho vay dài hạn (*),Phải thu về cho vay dài hạn (*),,,,
Công ty TNHH Phát triểnNông nghiệp Hoàng AnhAttapeu,Phải thu về cho vay dài hạn (*) > Công ty TNHH Phát triểnNông nghiệp Hoàng AnhAttapeu,Công ty TNHH Phát triểnNông nghiệp Hoàng AnhAttapeu,Công ty con,Cho vay,3.051.928.803,1.631.811.594,,,3051928803.0,1631811594.0
Công ty TNHH HoàngAnh Oyadav,Phải thu về cho vay dài hạn (*) > Công ty TNHH HoàngAnh Oyadav,Công ty TNHH HoàngAnh Oyadav,Công ty con,Cho vay,799.419.593,799.419.593,,,799419593.0,799419593.0
Công ty TNHH HoàngAnh Rattanakiri,Phải thu về cho vay dài hạn (*) > Công ty TNHH HoàngAnh Rattanakiri,Công ty TNHH HoàngAnh Rattanakiri,Công ty con,Cho vay,748.654.354,748.654.354,,,748654354.0,748654354.0
Công ty Cổ phần Cao suHoàng Anh – Quang Minh,Phải thu về cho vay dài hạn (*) > Công ty Cổ phần Cao suHoàng Anh – Quang Minh,Công ty Cổ phần Cao suHoàng Anh – Quang Minh,Công ty con,Cho vay,735.539.043,735.474.043,,,735539043.0,735474043.0
Công ty Cổ phần Cao suTrung Nguyên,Phải thu về cho vay dài hạn (*) > Công ty Cổ phần Cao suTrung Nguyên,Công ty Cổ phần Cao suTrung Nguyên,Công ty con,Cho vay,173.395.050,173.395.050,,,173395050.0,173395050.0
Công ty Cổ phần HoàngAnh Đắk Lắk,Phải thu về cho vay dài hạn (*) > Công ty Cổ phần HoàngAnh Đắk Lắk,Công ty Cổ phần HoàngAnh Đắk Lắk,Công ty con,Cho vay,90.307.655,98.507.655,,,90307655.0,98507655.0
Công ty Cổ phần Bò sữaTây Nguyên,Phải thu về cho vay dài hạn (*) > Công ty Cổ phần Bò sữaTây Nguyên,Công ty Cổ phần Bò sữaTây Nguyên,Công ty con,Cho vay,26.076.000,-,,,26076000.0,
Công ty TNHH Đầu tưvà Phát triển Cao suĐông Dương,Phải thu về cho vay dài hạn (*) > Công ty TNHH Đầu tưvà Phát triển Cao suĐông Dương,Công ty TNHH Đầu tưvà Phát triển Cao suĐông Dương,Công ty con,Cho vay,15.445.826,4.466.000,,,15445826.0,4466000.0
Công ty Cổ phần An ĐôngMia Việt Nam,Phải thu về cho vay dài hạn (*) > Công ty Cổ phần An ĐôngMia Việt Nam,Công ty Cổ phần An ĐôngMia Việt Nam,Công ty con,Cho vay,2.658.000,-,,,2658000.0,
Công ty Cổ phần Đầu tưBắt Đông sản An Phú,Phải thu về cho vay dài hạn (*) > Công ty Cổ phần Đầu tưBắt Đông sản An Phú,Công ty Cổ phần Đầu tưBắt Đông sản An Phú,Bên liênquan,Cho vay,-,300.000.000,,,,300000000.0
,,,,,5.643.424.324,4.491.728.289,,,5643424324.0,4491728289.0
