row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Ngàn VND > Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Ngàn VND > Số đầu năm
Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),Phải thu dài hạn khác (TM số 8),,,,
Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Phải thu dài hạn khác (TM số 8) > Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty TNHH Phát triển Nông nghiệp Hoàng Anh Attapeu,Công ty con,Lãi cho vay,624.113.583,422.043.980,,,624113583.0,422043980.0
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty con,Lãi cho vay,342.055.585,254.355.304,,,342055585.0,254355304.0
Công ty TNHH Hoàng Anh Rattanakiri,Phải thu dài hạn khác (TM số 8) > Công ty TNHH Hoàng Anh Rattanakiri,Công ty TNHH Hoàng Anh Rattanakiri,Công ty con,Lãi cho vay,259.598.820,251.639.528,,,259598820.0,251639528.0
Công ty TNHH Hoàng Anh Oyadav,Phải thu dài hạn khác (TM số 8) > Công ty TNHH Hoàng Anh Oyadav,Công ty TNHH Hoàng Anh Oyadav,Công ty con,Lãi cho vay,250.757.791,185.394.853,,,250757791.0,185394853.0
Công ty Cổ phần Hoàng Anh Đắk Lắk,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty Cổ phần Hoàng Anh Đắk Lắk,Công ty con,Lãi cho vay,16.618.423,63.053.979,,,16618423.0,63053979.0
Công ty Cổ phần Cao su Trung Nguyên,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Lãi cho vay,10.280.400,9.365.327,,,10280400.0,9365327.0
Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,Phải thu dài hạn khác (TM số 8) > Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,Công ty TNHH Đầu tư và Phát triển Cao su Đông Dương,Công ty con,Lãi cho vay,1.654.228,770.881,,,1654228.0,770881.0
Công ty Cổ phần Bò sữa Tây Nguyên,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Bò sữa Tây Nguyên,Công ty Cổ phần Bò sữa Tây Nguyên,Công ty con,Lãi cho vay,210.057,-,,,210057.0,
Công ty Cổ phần An Đông Mia Việt Nam,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần An Đông Mia Việt Nam,Công ty Cổ phần An Đông Mia Việt Nam,Công ty con,Lãi cho vay,81.555,-,,,81555.0,
Công ty Cổ phần Đầu tư Bất Đông sản An Phú,Phải thu dài hạn khác (TM số 8) > Công ty Cổ phần Đầu tư Bất Đông sản An Phú,Công ty Cổ phần Đầu tư Bất Đông sản An Phú,Bên liên quan,Lãi cho vay,-,63.570.833,,,,63570833.0
