row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,73.547.066,45.011.892,73547066.0,45011892.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,59.804.783,28.781.590,59804783.0,28781590.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,10.044.865,8.711.738,10044865.0,8711738.0
"Chi phí nguyên vật liệu, bao bì","Chi phí nguyên vật liệu, bao bì","Chi phí nguyên vật liệu, bao bì",298.088,6.110.576,298088.0,6110576.0
Khác,Khác,Khác,3.399.330,1.407.988,3399330.0,1407988.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,122.182.622,39.041.110,122182622.0,39041110.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,7.583.793,10.844.014,7583793.0,10844014.0
Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,Khấu hao và hao mòn tài sản cố định,6.663.933,6.665.148,6663933.0,6665148.0
Khác,Khác,Khác,107.934.896,21.531.948,107934896.0,21531948.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,195.729.688,84.053.002,195729688.0,84053002.0
