row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm (Đã trình bày lại),numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm (Đã trình bày lại)
Ngắn hạn,Ngắn hạn,Ngắn hạn,417.979.769,400.538.772,417979769.0,400538772.0
Chi phí phải trả phát sinh khi thanh lý công ty con,Chi phí phải trả phát sinh khi thanh lý công ty con,Chi phí phải trả phát sinh khi thanh lý công ty con,152.450.400,152.450.400,152450400.0,152450400.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,139.524.573,211.277.019,139524573.0,211277019.0
Khác,Khác,Khác,126.004.796,36.811.353,126004796.0,36811353.0
Dài hạn,Dài hạn,Dài hạn,337.190.031,678.380.824,337190031.0,678380824.0
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,337.190.031,678.380.824,337190031.0,678380824.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,755.169.800,1.078.919.596,755169800.0,1078919596.0
