row_label_raw,row_label_full,Bên cho vay,Số cuối năm > Ngàn VND,Thời hạn thanh toán,Lãi suất %/ năm,Mục đích vay,Tài sản đảm bảo,numeric__Số cuối năm > Ngàn VND,numeric__Thời hạn thanh toán,numeric__Lãi suất %/ năm,numeric__Mục đích vay,numeric__Tài sản đảm bảo
"Công ty Cổ phần Hoàng Anh Gia Lai,công ty mẹ","Công ty Cổ phần Hoàng Anh Gia Lai,công ty mẹ","Công ty Cổ phần Hoàng Anh Gia Lai,công ty mẹ","Công ty Cổ phần Hoàng Anh Gia Lai,công ty mẹ","Công ty Cổ phần Hoàng Anh Gia Lai,công ty mẹ","Công ty Cổ phần Hoàng Anh Gia Lai,công ty mẹ","Công ty Cổ phần Hoàng Anh Gia Lai,công ty mẹ","Công ty Cổ phần Hoàng Anh Gia Lai,công ty mẹ",,,,,
Khoản vay ngày 1 tháng 10 năm 2018,"Công ty Cổ phần Hoàng Anh Gia Lai,công ty mẹ > Khoản vay ngày 1 tháng 10 năm 2018",Khoản vay ngày 1 tháng 10 năm 2018,781.218.000,Ngày 1 tháng 4 năm 2019,"6,00",Bổ sung vốn lưu động,Tín chấp,781218000.0,,6.0,,
Khoản vay ngày 26 tháng 11 năm 2018,"Công ty Cổ phần Hoàng Anh Gia Lai,công ty mẹ > Khoản vay ngày 26 tháng 11 năm 2018",Khoản vay ngày 26 tháng 11 năm 2018,202.250.000,Ngày 5 tháng 6 năm 2019,"6,50",Bổ sung vốn lưu động,Tín chấp,202250000.0,,6.5,,
"Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị","Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị","Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị","Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị","Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị","Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị","Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị","Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị",,,,,
Khoản vay ngày 1 tháng 10 năm 2018,"Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị > Khoản vay ngày 1 tháng 10 năm 2018",Khoản vay ngày 1 tháng 10 năm 2018,592.682.000,Ngày 1 tháng 4 năm 2019,"6,00",Bổ sung vốn lưu động,Tín chấp,592682000.0,,6.0,,
Khoản vay ngày 26 tháng 11 năm 2018,"Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị > Khoản vay ngày 26 tháng 11 năm 2018",Khoản vay ngày 26 tháng 11 năm 2018,153.450.000,Ngày 5 tháng 6 năm 2019,"6,50",Bổ sung vốn lưu động,Tín chấp,153450000.0,,6.5,,
TỔNG CỘNG,"Công ty Cổ Phần Ô tô Trường Hải, công ty có cùng thành viên Hội đồng Quản Trị > TỔNG CỘNG",TỔNG CỘNG,1.729.600.000,,,,,1729600000.0,,,,
