row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Số cuối năm,Ngàn VND > Số đầu năm,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__Ngàn VND > Số đầu năm
Phải trả người bán ngắn hạn (TM số 13),Phải trả người bán ngắn hạn (TM số 13),Phải trả người bán ngắn hạn (TM số 13),Phải trả người bán ngắn hạn (TM số 13),Phải trả người bán ngắn hạn (TM số 13),Phải trả người bán ngắn hạn (TM số 13),Phải trả người bán ngắn hạn (TM số 13),,,,
Công ty Cổ phần Hoàng Anh Gia Lai – Chi nhánh chế biến hoa quả,Phải trả người bán ngắn hạn (TM số 13) > Công ty Cổ phần Hoàng Anh Gia Lai – Chi nhánh chế biến hoa quả,Công ty Cổ phần Hoàng Anh Gia Lai – Chi nhánh chế biến hoa quả,Công ty trong cùng Tập đoàn,Mua hàng hóa,34.252.185,-,,,34252185.0,
Công ty TNHH MTV Hoàng Anh An Đông Meas,Phải trả người bán ngắn hạn (TM số 13) > Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty TNHH MTV Hoàng Anh An Đông Meas,Công ty con,Mua vật tư,24.701.887,31.708.739,,,24701887.0,31708739.0
Chi nhánh nguyên vật liệu Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (TM số 13) > Chi nhánh nguyên vật liệu Hoàng Anh Gia Lai,Chi nhánh nguyên vật liệu Hoàng Anh Gia Lai,Công ty trong cùng Tập đoàn,Mua hàng hóa,6.826.016,-,,,6826016.0,
Công ty Cổ phần Cao su Trung Nguyên,Phải trả người bán ngắn hạn (TM số 13) > Công ty Cổ phần Cao su Trung Nguyên,Công ty Cổ phần Cao su Trung Nguyên,Công ty con,Mua vật tư,5.562.560,-,,,5562560.0,
Công ty Cổ phần gỗ Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (TM số 13) > Công ty Cổ phần gỗ Hoàng Anh Gia Lai,Công ty Cổ phần gỗ Hoàng Anh Gia Lai,Bên liên quan,Mua hàng hóa,3.934.019,-,,,3934019.0,
Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (TM số 13) > Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty TNHH MTV Kinh doanh Xuất Nhập khẩu Hoàng Anh Gia Lai,Công ty con,Mua vật tư,2.412.876,-,,,2412876.0,
Chi nhánh khách sạn Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (TM số 13) > Chi nhánh khách sạn Hoàng Anh Gia Lai,Chi nhánh khách sạn Hoàng Anh Gia Lai,Công ty trong cùng Tập đoàn,Mua hàng hóa,663.793,-,,,663793.0,
Chi nhánh cơ khí Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (TM số 13) > Chi nhánh cơ khí Hoàng Anh Gia Lai,Chi nhánh cơ khí Hoàng Anh Gia Lai,Công ty trong cùng Tập đoàn,Mua hàng hóa,269.333,-,,,269333.0,
Công ty Cổ phần Hoàng Anh Gia Lai,Phải trả người bán ngắn hạn (TM số 13) > Công ty Cổ phần Hoàng Anh Gia Lai,Công ty Cổ phần Hoàng Anh Gia Lai,Công ty mẹ,"Mua dịch vụ, hàng hóa",50.674,430.728,,,50674.0,430728.0
Công ty Cổ phần Nông nghiệp Đông Pênh,Phải trả người bán ngắn hạn (TM số 13) > Công ty Cổ phần Nông nghiệp Đông Pênh,Công ty Cổ phần Nông nghiệp Đông Pênh,Công ty con,Mua vật tư,-,7.957.250,,,,7957250.0
Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Phải trả người bán ngắn hạn (TM số 13) > Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty Cổ phần Cao su Hoàng Anh - Quang Minh,Công ty con,Mua vật tư,-,3.798.449,,,,3798449.0
Công ty TNHH MTV Phát triển Nông Nghiệp Đại Thắng,Phải trả người bán ngắn hạn (TM số 13) > Công ty TNHH MTV Phát triển Nông Nghiệp Đại Thắng,Công ty TNHH MTV Phát triển Nông Nghiệp Đại Thắng,Công ty trong cùng Tập đoàn,"Mua vật tư, hàng hóa",-,83.166.966,,,,83166966.0
Công ty Cổ phần Chăn nuôi Gia Lai,Phải trả người bán ngắn hạn (TM số 13) > Công ty Cổ phần Chăn nuôi Gia Lai,Công ty Cổ phần Chăn nuôi Gia Lai,Công ty liên quan (đến ngày 20 tháng 3 năm 2018),"Mua vật tư, hàng hóa",-,20.883.842,,,,20883842.0
