row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND > Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND > Số đầu năm
Tiền mặt,Tiền mặt,Tiền mặt,52.690,286.790,52690.0,286790.0
Tiền gửi ngân hàng,Tiền gửi ngân hàng,Tiền gửi ngân hàng,7.792.458,24.126.743,7792458.0,24126743.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,7.845.148,24.413.533,7845148.0,24413533.0
