row_label_raw,row_label_full,col_0,Tại ngày31/12/2021VND,Tại ngày01/01/2021VND,numeric__Tại ngày31/12/2021VND,numeric__Tại ngày01/01/2021VND
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Tiền thuê đất tại Khu công nghiệp Biên Hòa 1,Ngắn hạn: > Tiền thuê đất tại Khu công nghiệp Biên Hòa 1,Tiền thuê đất tại Khu công nghiệp Biên Hòa 1,-,10.062.858.044,,10062858044.0
Công cụ dụng cụ,Ngắn hạn: > Công cụ dụng cụ,Công cụ dụng cụ,924.286.453,764.101.246,924286453.0,764101246.0
Các khoản khác,Ngắn hạn: > Các khoản khác,Các khoản khác,3.841.179.136,11.389.476.111,3841179136.0,11389476111.0
Cộng,Ngắn hạn: > Cộng,Cộng,4.765.465.589,22.216.435.401,4765465589.0,22216435401.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
Tiền thuê đất trả trước,Dài hạn: > Tiền thuê đất trả trước,Tiền thuê đất trả trước,912.174.976.796,404.441.446.985,912174976796.0,404441446985.0
Trả trước tiền đến bù giải phóng mặt bằngKhu công nghiệp Thạnh Phú,Dài hạn: > Trả trước tiền đến bù giải phóng mặt bằngKhu công nghiệp Thạnh Phú,Trả trước tiền đến bù giải phóng mặt bằngKhu công nghiệp Thạnh Phú,287.287.148.603,288.694.402.696,287287148603.0,288694402696.0
"Công cụ, dụng cụ","Dài hạn: > Công cụ, dụng cụ","Công cụ, dụng cụ",6.452.326.585,12.714.106.915,6452326585.0,12714106915.0
Chi phí trả trước dài hạn khác,Dài hạn: > Chi phí trả trước dài hạn khác,Chi phí trả trước dài hạn khác,186.400.989.486,212.003.197.449,186400989486.0,212003197449.0
Cộng,Dài hạn: > Cộng,Cộng,1.392.315.441.470,917.853.154.045,1392315441470.0,917853154045.0
