row_label_raw,row_label_full,col_0,Tại ngày 01/01/2021VND > Giá trị,Tại ngày 01/01/2021VND > Số có khả năngtrả nợ,Trong nămVND > Tăng,Trong nămVND > Giảm,Tại ngày 31/12/2021VND > Giá trị,Tại ngày 31/12/2021VND > Số có khả năngtrả nợ,numeric__Tại ngày 01/01/2021VND > Giá trị,numeric__Tại ngày 01/01/2021VND > Số có khả năngtrả nợ,numeric__Trong nămVND > Tăng,numeric__Trong nămVND > Giảm,numeric__Tại ngày 31/12/2021VND > Giá trị,numeric__Tại ngày 31/12/2021VND > Số có khả năngtrả nợ
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,,,,,
Vay ngân hàng,Ngắn hạn: > Vay ngân hàng,Vay ngân hàng,999.632.493.875,999.632.493.875,1.943.690.605.919,1.820.344.852.275,1.122.978.247.519,1.122.978.247.519,999632493875.0,999632493875.0,1943690605919.0,1820344852275.0,1122978247519.0,1122978247519.0
Trái phiếu (*),Ngắn hạn: > Trái phiếu (*),Trái phiếu (*),-,-,100.000.000.000,-,100.000.000.000,100.000.000.000,,,100000000000.0,,100000000000.0,100000000000.0
Cộng,Ngắn hạn: > Cộng,Cộng,999.632.493.875,999.632.493.875,2.043.690.605.919,1.820.344.852.275,1.222.978.247.519,1.222.978.247.519,999632493875.0,999632493875.0,2043690605919.0,1820344852275.0,1222978247519.0,1222978247519.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,,,,,
Vay ngân hàng,Dài hạn: > Vay ngân hàng,Vay ngân hàng,3.745.052.351.427,3.745.052.351.427,916.332.029.662,1.182.751.264.679,3.478.633.116.410,3.478.633.116.410,3745052351427.0,3745052351427.0,916332029662.0,1182751264679.0,3478633116410.0,3478633116410.0
Trái phiếu (*),Dài hạn: > Trái phiếu (*),Trái phiếu (*),-,-,500.301.000.000,101.505.000.000,398.796.000.000,398.796.000.000,,,500301000000.0,101505000000.0,398796000000.0,398796000000.0
Cộng,Dài hạn: > Cộng,Cộng,3.745.052.351.427,3.745.052.351.427,1.416.633.029.662,1.284.256.264.679,3.877.429.116.410,3.877.429.116.410,3745052351427.0,3745052351427.0,1416633029662.0,1284256264679.0,3877429116410.0,3877429116410.0
Tổng cộng,Dài hạn: > Tổng cộng,Tổng cộng,4.744.684.845.302,4.744.684.845.302,3.460.323.635.581,3.104.601.116.954,5.100.407.363.929,5.100.407.363.929,4744684845302.0,4744684845302.0,3460323635581.0,3104601116954.0,5100407363929.0,5100407363929.0
