row_label_raw,row_label_full,col_0,Tại ngày31/12/2021VND,Tại ngày01/01/2021VND,numeric__Tại ngày31/12/2021VND,numeric__Tại ngày01/01/2021VND
Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,Phải thu ngắn hạn của khách hàng:,,
Công ty Cổ phần Kinh doanh nhà Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Kinh doanh nhà Đồng Nai,9.199.820.643,16.513.225,9199820643.0,16513225.0
Công ty Cổ phần Tiếp vận Số 1 Đồng Nai,Phải thu ngắn hạn của khách hàng: > Công ty Cổ phần Tiếp vận Số 1 Đồng Nai,Công ty Cổ phần Tiếp vận Số 1 Đồng Nai,978.691.910,121.377.900,978691910.0,121377900.0
Công ty Cổ phần Dịch vụ và Xây dựng,Công ty Cổ phần Dịch vụ và Xây dựng,Công ty Cổ phần Dịch vụ và Xây dựng,,,,
Cấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng > Cấp nước Đồng Nai,Cấp nước Đồng Nai,293.508.224,293.508.224,293508224.0,293508224.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Công ty Cổ phần Dịch vụ và Xây dựng > Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,39.503.800,46.887.225,39503800.0,46887225.0
Công ty Cổ phần Dịch vụ Cảng Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng > Công ty Cổ phần Dịch vụ Cảng Đồng Nai,Công ty Cổ phần Dịch vụ Cảng Đồng Nai,9.563.840,-,9563840.0,
Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,857.737.220,11.588.830,857737220.0,11588830.0
Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,11.199.100,-,11199100.0,
Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Dịch vụ và Xây dựng > Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Cảng Long Thành,1.991.040,-,1991040.0,
Công ty Cổ phần Xây dựng Dân dụng,Công ty Cổ phần Xây dựng Dân dụng,Công ty Cổ phần Xây dựng Dân dụng,,,,
Công nghiệp Số 1 Đồng Nai,Công ty Cổ phần Xây dựng Dân dụng > Công nghiệp Số 1 Đồng Nai,Công nghiệp Số 1 Đồng Nai,-,950.535.001,,950535001.0
Cộng - Xem thêm mục 4.3,Công ty Cổ phần Xây dựng Dân dụng > Cộng - Xem thêm mục 4.3,Cộng - Xem thêm mục 4.3,11.392.015.777,1.440.410.405,11392015777.0,1440410405.0
Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4:,Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4:,Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4:,Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4:,Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4:,,
Công ty Cổ phần Xây dựng Đồng Nai,Trả trước cho người bán ngắn hạn - Xem thêm mục 4.4: > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,2.106.648.940,10.019.561.507,2106648940.0,10019561507.0
