row_label_raw,row_label_full,col_0,Tại ngày 01/01/2021 VND,Tại ngày 01/01/2021 VND_1,Trong năm VND,Trong năm VND_1,Tại ngày 31/12/2021 VND,Tại ngày 31/12/2021 VND_1,numeric__Tại ngày 01/01/2021 VND,numeric__Tại ngày 01/01/2021 VND_1,numeric__Trong năm VND,numeric__Trong năm VND_1,numeric__Tại ngày 31/12/2021 VND,numeric__Tại ngày 31/12/2021 VND_1
,,,Phải thu,Phải nộp,Phải nộp,Đã nộp,Phải thu,Phải nộp,,,,,,
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,2.575.787.005,18.379.887.766,209.062.815.362,(178.758.420.343),-,46.108.495.780,2575787005.0,18379887766.0,209062815362.0,-178758420343.0,,46108495780.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,9.060.297.267,52.387.366.888,289.420.881.603,(283.154.529.313),731.475.108,50.324.897.019,9060297267.0,52387366888.0,289420881603.0,-283154529313.0,731475108.0,50324897019.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,-,5.201.351.856,41.583.940.254,(39.587.966.317),-,7.197.325.793,,5201351856.0,41583940254.0,-39587966317.0,,7197325793.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,4.498.658.709,1.179.582.296,21.550.184.801,(15.914.449.991),-,2.316.658.397,4498658709.0,1179582296.0,21550184801.0,-15914449991.0,,2316658397.0
"Tiền thuê đất, thuế đất phi nông nghiệp","Tiền thuê đất, thuế đất phi nông nghiệp","Tiền thuê đất, thuế đất phi nông nghiệp",-,433.418.091,428.333.561.997,(430.206.213.301),2.898.726.406,1.459.493.193,,433418091.0,428333561997.0,-430206213301.0,2898726406.0,1459493193.0
"Phí, lệ phí","Phí, lệ phí","Phí, lệ phí",-,453.380.114,5.558.943.181,(5.014.322.804),-,998.000.491,,453380114.0,5558943181.0,-5014322804.0,,998000491.0
Thuế khác,Thuế khác,Thuế khác,86.677.997,5.303.736.959,55.684.958.220,(56.654.976.680),2.085.005,4.249.125.507,86677997.0,5303736959.0,55684958220.0,-56654976680.0,2085005.0,4249125507.0
Cộng,Cộng,Cộng,16.221.420.978,83.338.723.970,1.051.195.285.418,(1.009.290.878.749),3.632.286.519,112.653.996.180,16221420978.0,83338723970.0,1051195285418.0,-1009290878749.0,3632286519.0,112653996180.0
