row_label_raw,row_label_full,col_0,Tại ngày31/12/2021,Tại ngày01/01/2021,numeric__Tại ngày31/12/2021,numeric__Tại ngày01/01/2021
Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,Ngoại tệ các loại:,,
USD,Ngoại tệ các loại: > USD,USD,"561.849,26","153.865,31",561849.26,153865.31
EUR,Ngoại tệ các loại: > EUR,EUR,"15,00","15,00",15.0,15.0
,,,Tại ngày31/12/2021VND,Tại ngày01/01/2021VND,,
Nợ khó đòi đã xử lý,Ngoại tệ các loại: > Nợ khó đòi đã xử lý,Nợ khó đòi đã xử lý,8.610.803.452,8.607.269.452,8610803452.0,8607269452.0
