row_label_raw,row_label_full,STT,Địa điểm,Thời gian khấu hao,numeric__Địa điểm,numeric__Thời gian khấu hao
1.,1.,1.,Quyền sử dụng đất tại mỏ đá Xuân Hòa,11 năm,,
2.,2.,2.,Quyền sử dụng đất tại Thành phố Đà Lạt,50 năm,,
3.,3.,3.,"Quyền sử dụng đất tại Xí nghiệp nước Biên Hòa, Phường Quyết Thắng, Thành phố Biên Hòa, Tĩnh Đồng Nai","Không thời hạn, không khấu hao",,
4.,4.,4.,"Quyền sử dụng đất tại Xí nghiệp nước Tân Định, Huyện Tân Phú, Tĩnh Đồng Nai","Không thời hạn, không khấu hao",,
5.,5.,5.,"Quyền sử dụng đất tại thừa số 140, Tờ bản đồ số 5, Áp 1, Xã Sông Ray, Huyện Cẩm Mỹ, Tĩnh Đồng Nai","Không thời hạn, không khấu hao",,
6.,6.,6.,Quyền sử dụng đất tại Công ty Cổ phần Cảng Đồng Nai,15 năm,,
7.,7.,7.,"Quyền sử dụng đất bao gồm 918m2 và 144m2 bổ sung tại số H22 Đường Võ Thị Sáu, P. Thống Nhất, TP Biên Hòa, Tĩnh Đồng Nai",6 - 22 năm,,
8.,8.,8.,"Quyền sử dụng đất tại Khu công nghiệp Biên Hòa 2, Khu công nghiệp Gò Dầu và Khu công nghiệp Xuân Lộc","36,5 năm - 47,5 năm",,
