row_label_raw,row_label_full,NGUỒN VỐN,Mã số,TM,Tại ngày 31/12/2021,Tại ngày 01/01/2021,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2021,numeric__Tại ngày 01/01/2021
C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,300,,12.703.129.109.101,12.057.000.814.033,300.0,,12703129109101.0,12057000814033.0
I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,310,,3.274.688.924.481,3.402.211.583.906,310.0,,3274688924481.0,3402211583906.0
1. Nợ phải trả người bán ngắn hạn,1. Nợ phải trả người bán ngắn hạn,1. Nợ phải trả người bán ngắn hạn,311,4.14,616.880.110.076,652.887.785.817,311.0,414.0,616880110076.0,652887785817.0
2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,312,4.15,382.802.939.386,704.552.324.011,312.0,415.0,382802939386.0,704552324011.0
3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,313,4.16,112.653.996.180,83.338.723.970,313.0,416.0,112653996180.0,83338723970.0
4. Phải trả người lao động,4. Phải trả người lao động,4. Phải trả người lao động,314,4.17,163.968.985.816,181.338.637.411,314.0,417.0,163968985816.0,181338637411.0
5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,315,4.18,150.942.518.113,194.342.442.361,315.0,418.0,150942518113.0,194342442361.0
6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,318,4.19,178.849.205.484,157.323.609.360,318.0,419.0,178849205484.0,157323609360.0
7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,319,4.20,206.902.556.823,233.471.678.698,319.0,420.0,206902556823.0,233471678698.0
8. Vay ngắn hạn,8. Vay ngắn hạn,8. Vay ngắn hạn,320,4.21,1.222.978.247.519,999.632.493.875,320.0,421.0,1222978247519.0,999632493875.0
9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,321,,25.446.393.736,19.931.126.901,321.0,,25446393736.0,19931126901.0
"10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi","10. Quỹ khen thưởng, phúc lợi",322,4.22,213.263.971.348,175.392.761.502,322.0,422.0,213263971348.0,175392761502.0
II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,330,,9.428.440.184.620,8.654.789.230.127,330.0,,9428440184620.0,8654789230127.0
1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,1. Người mua trả tiền trước dài hạn,332,,13.753.755.089,12.233.220.218,332.0,,13753755089.0,12233220218.0
2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,333,4.18,651.422.554.945,499.601.140.087,333.0,418.0,651422554945.0,499601140087.0
3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,336,4.19,4.406.957.998.921,4.146.669.817.711,336.0,419.0,4406957998921.0,4146669817711.0
4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,337,4.20,476.117.611.251,248.734.366.239,337.0,420.0,476117611251.0,248734366239.0
5. Vay dài hạn,5. Vay dài hạn,5. Vay dài hạn,338,4.21,3.877.429.116.410,3.745.052.351.427,338.0,421.0,3877429116410.0,3745052351427.0
6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,6. Dự phòng phải trả dài hạn,342,,2.759.148.004,2.498.334.445,342.0,,2759148004.0,2498334445.0
