row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2021,Tại ngày 01/01/2021,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2021,numeric__Tại ngày 01/01/2021
A. TÀI SẢN NGÁN HẠN,A. TÀI SẢN NGÁN HẠN,A. TÀI SẢN NGÁN HẠN,100,,6.599.821.857.975,6.940.504.117.636,100.0,,6599821857975.0,6940504117636.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4.1,1.350.305.311.174,1.426.243.405.928,110.0,41.0,1350305311174.0,1426243405928.0
1. Tiền,1. Tiền,1. Tiền,111,,397.118.313.494,316.387.497.251,111.0,,397118313494.0,316387497251.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,953.186.997.680,1.109.855.908.677,112.0,,953186997680.0,1109855908677.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,4.2,2.603.918.002.058,2.983.761.296.247,120.0,42.0,2603918002058.0,2983761296247.0
1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,1. Chứng khoán kinh doanh,121,,222.213.419.999,-,121.0,,222213419999.0,
2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,2. Đầu tư nắm giữ đến ngày đáo hạn,123,,2.381.704.582.059,2.983.761.296.247,123.0,,2381704582059.0,2983761296247.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,2.141.077.284.275,2.007.637.634.002,130.0,,2141077284275.0,2007637634002.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,4.3,678.835.146.546,541.826.879.116,131.0,43.0,678835146546.0,541826879116.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,4.4,1.232.737.360.269,1.302.097.620.567,132.0,44.0,1232737360269.0,1302097620567.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,4.5,267.715.357.207,193.117.256.584,136.0,45.0,267715357207.0,193117256584.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,4.6,(38.210.579.747),(29.404.122.265),137.0,46.0,-38210579747.0,-29404122265.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,412.230.057.278,435.914.880.882,140.0,,412230057278.0,435914880882.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,4.7,412.363.239.228,435.914.880.882,141.0,47.0,412363239228.0,435914880882.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(133.181.950),-,149.0,,-133181950.0,
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,92.291.203.190,86.946.900.577,150.0,,92291203190.0,86946900577.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,4.8,4.765.465.589,22.216.435.401,151.0,48.0,4765465589.0,22216435401.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,83.893.451.082,48.509.044.198,152.0,,83893451082.0,48509044198.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,4.16,3.632.286.519,16.221.420.978,153.0,416.0,3632286519.0,16221420978.0
