row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc VND","Máy móc, thiết bị VND","Phương tiện vận tải, truyền dẫn VND","Thiết bị, dụng cụ quản lý VND",TSCĐ hữu hình khác VND,Cộng VND,"numeric__Nhà cửa, vật kiến trúc VND","numeric__Máy móc, thiết bị VND","numeric__Phương tiện vận tải, truyền dẫn VND","numeric__Thiết bị, dụng cụ quản lý VND",numeric__TSCĐ hữu hình khác VND,numeric__Cộng VND
Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,Nguyên giá:,,,,,,
Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,"3,176,189,998,105","1,482,487,618,104","3,270,602,832,716","89,011,820,054","61,470,860,882","8,079,763,129,861",,,,,,
Đầu tư XDCB hoàn thành,Đầu tư XDCB hoàn thành,Đầu tư XDCB hoàn thành,"243,964,748,314","163,560,259,549","55,760,933,087",-,"1,494,490,109","464,780,431,059",,,,,,
Mua trong năm,Mua trong năm,Mua trong năm,"1,020,711,314","1,261,832,845","6,415,388,215","2,949,200,803","115,000,000","11,762,133,177",,,,,,
"Thanh lý, nhượng bán","Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,"(488,552,528)","(3,957,100,930)",-,-,"(4,445,653,458)",,,,,,
Giảm khác,Giảm khác,Giảm khác,"(821,198,067)",-,-,-,-,"(821,198,067)",,,,,,
Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,"3,420,354,259,666","1,646,821,157,970","3,328,822,053,088","91,961,020,857","63,080,350,991","8,551,038,842,572",,,,,,
Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,Giá trị hao mòn lũy kế:,,,,,,
Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,"1,524,494,558,098","793,236,029,914","1,387,522,193,006","69,664,482,659","43,182,132,340","3,818,099,396,017",,,,,,
Khấu hao trong năm,Khấu hao trong năm,Khấu hao trong năm,"148,515,784,624","122,012,321,754","164,087,030,630","7,618,520,173","9,335,549,004","451,569,206,185",,,,,,
"Thanh lý, nhượng bán","Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,"(488,552,528)","(3,957,100,930)",-,-,"(4,445,653,458)",,,,,,
Giảm khác,Giảm khác,Giảm khác,"(732,128,731)",-,-,-,-,"(732,128,731)",,,,,,
Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,"1,672,278,213,991","914,759,799,140","1,547,652,122,706","77,283,002,832","52,517,681,344","4,264,490,820,013",,,,,,
Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,Giá trị còn lại:,,,,,,
Tại ngày 01/01/2021,Tại ngày 01/01/2021,Tại ngày 01/01/2021,"1,651,695,440,007","689,251,588,190","1,883,080,639,710","19,347,337,395","18,288,728,542","4,261,663,733,844",,,,,,
Tại ngày 31/12/2021,Tại ngày 31/12/2021,Tại ngày 31/12/2021,"1,748,076,045,675","732,061,358,830","1,781,169,930,382","14,678,018,025","10,562,669,647","4,286,548,022,559",,,,,,
