row_label_raw,row_label_full,col_0,Tại ngày 31/12/2021VND,Tại ngày 31/12/2021VND_1,Tại ngày 31/12/2021VND_2,Tại ngày 01/01/2021VND,Tại ngày 01/01/2021VND_1,Tại ngày 01/01/2021VND_2,numeric__Tại ngày 31/12/2021VND,numeric__Tại ngày 31/12/2021VND_1,numeric__Tại ngày 31/12/2021VND_2,numeric__Tại ngày 01/01/2021VND,numeric__Tại ngày 01/01/2021VND_1,numeric__Tại ngày 01/01/2021VND_2
,,,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,,,,,,
Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,,,,,,
Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Đầu tư vào công ty liên kết: > Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,"39,72%",112.000.000.000,84.556.541.058,"39,72%",112.000.000.000,98.028.933.262,0.3972,112000000000.0,84556541058.0,0.3972,112000000000.0,98028933262.0
Công ty Cổ phần BOT 319 Cường Thuận CTI,Đầu tư vào công ty liên kết: > Công ty Cổ phần BOT 319 Cường Thuận CTI,Công ty Cổ phần BOT 319 Cường Thuận CTI,"20,74%",60.750.000.000,58.186.636.369,"20,74%",57.720.000.000,57.720.000.000,0.20739999999999997,60750000000.0,58186636369.0,0.20739999999999997,57720000000.0,57720000000.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Đầu tư vào công ty liên kết: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"40,00%",33.436.575.595,36.018.537.601,"40,00%",33.436.575.595,34.120.752.616,0.4,33436575595.0,36018537601.0,0.4,33436575595.0,34120752616.0
Công ty Cổ phần Dịch vụ Cằng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụ Cằng Đồng Nai,Công ty Cổ phần Dịch vụ Cằng Đồng Nai,"22,95%",13.500.000.000,14.317.934.235,"22,95%",13.500.000.000,14.878.413.840,0.22949999999999998,13500000000.0,14317934235.0,0.22949999999999998,13500000000.0,14878413840.0
Công ty Cổ phần Cấp nước Gia Tân,Đầu tư vào công ty liên kết: > Công ty Cổ phần Cấp nước Gia Tân,Công ty Cổ phần Cấp nước Gia Tân,"16,00%",43.750.000.000,30.898.447.852,"16,00%",25.000.000.000,19.648.328.609,0.16,43750000000.0,30898447852.0,0.16,25000000000.0,19648328609.0
Công ty Cổ phần Xây dựng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,"40,00%",12.524.493.524,11.221.333.536,"40,00%",12.524.493.524,11.628.616.836,0.4,12524493524.0,11221333536.0,0.4,12524493524.0,11628616836.0
Công ty Cổ phần Sơn Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,"30,01%",10.295.294.400,14.524.116.613,"30,01%",10.295.294.400,12.762.956.555,0.30010000000000003,10295294400.0,14524116613.0,0.30010000000000003,10295294400.0,12762956555.0
Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,"23,04%",7.800.368.003,16.482.013.815,"23,04%",7.800.368.003,14.908.543.547,0.2304,7800368003.0,16482013815.0,0.2304,7800368003.0,14908543547.0
Công ty Cổ phần Cằng Long Thành,Đầu tư vào công ty liên kết: > Công ty Cổ phần Cằng Long Thành,Công ty Cổ phần Cằng Long Thành,"15,30%",1.665.000.000,5.229.406.460,"15,30%",1.665.000.000,4.960.303.985,0.153,1665000000.0,5229406460.0,0.153,1665000000.0,4960303985.0
Công ty Cổ phần Kinh doanh nhà Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Kinh doanh nhà Đồng Nai,"36,00%",21.578.551.008,34.302.872.479,"36,00%",21.578.551.008,30.692.920.505,0.36,21578551008.0,34302872479.0,0.36,21578551008.0,30692920505.0
Công ty Cổ phần Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,Công ty Cổ phần Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,,-,-,"20,00%",7.489.690.056,11.170.632.604,,,,0.2,7489690056.0,11170632604.0
Cộng,Đầu tư vào công ty liên kết: > Cộng,Cộng,,317.300.282.530,305.737.840.018,,303.009.972.586,310.520.402.359,,317300282530.0,305737840018.0,,303009972586.0,310520402359.0
